Year,Team,Ret Mins
2017,Saint Josephs-Pennsylvania Hawks,35.32
2017,Saint Louis Billikens,58.12
2017,Saint Marys College-California Gaels,98.16
2017,Saint Peters Peacocks,66.86
2017,Sam Houston State Bearkats,83.48
2017,Samford Bulldogs,35.08
2017,San Diego Toreros,39.04
2017,San Diego State Aztecs,63.64
2017,San Francisco Dons,35.34
2017,San Jose State Spartans,69.04
2017,Santa Clara Broncos,93.36
2017,Savannah State Tigers,38.92
2017,Seattle University Red Hawks,69.92
2017,Seton Hall Pirates,70.52
2017,Siena College Saints,72.86
2017,Southern Illinois-Edwardsville Cougars,55.4
2017,Southern Methodist Mustangs,54.16
2017,South Alabama Jaguars,68.86
2017,South Carolina Gamecocks,49.48
2017,South Carolina State Bulldogs,62.9
2017,South Dakota Coyotes,19.54
2017,South Dakota State Jackrabbits,45.2
2017,South Florida Bulls,45.1
2017,Southeast Missouri State Redhawks,47.9
2017,Southeastern Louisiana Lions,51
2017,Southern University A&M Jaguars,54.74
2017,Southern Illinois Salukis,66.7
2017,Southern Mississippi Golden Eagles,68.88
2017,Southern Utah Thunderbirds,38.24
2017,Saint Bonaventure Bonnies,51.02
2017,Saint Francis-New York Terriers,34.36
2017,Saint Francis-Pennsylvania Red Flash,32.76
2017,Saint Johns Red Storm,50.68
2017,Stanford Cardinal,82.78
2017,Stephen F. Austin State Lumberjacks,34.88
2017,Stetson Hatters,77.62
2017,Stony Brook Seawolves,34.2
2017,Syracuse Orange,43.78
2017,Texas Christian Horned Frogs,78.36
2017,Temple Owls,51.04
2017,Tennessee Volunteers,45.02
2017,Tennessee-Martin Skyhawks,34.08
2017,Tennessee State Tigers,45.7
2017,Tennessee Tech Golden Eagles,40.92
2017,Texas Longhorns,36.72
2017,Texas A&M Aggies,44.5
2017,Texas A&M-Corpus Christi Islanders,33.88
2017,Texas Southern Tigers,27.2
2017,Texas State Bobcats,42.08
2017,Texas Tech Red Raiders,67.26
2017,Citadel Bulldogs,50.54
2017,Toledo Rockets,64.2
2017,Towson Tigers,60.4
2017,Troy Trojans,81.12
2017,Tulane Green Wave,60.54
2017,Tulsa Golden Hurricane,17.86
2017,Alabama-Birmingham Blazers,78.68
2017,California-Davis Aggies,65.32
2017,California-Irvine Anteaters,44.18
2017,California-Riverside Highlanders,58.46
2017,California-Santa Barbara Gauchos,44.08
2017,Central Florida Knights,44.74
2017,UCLA Bruins,67.08
2017,Massachusetts-Lowell River Hawks,71.7
2017,Maryland-Baltimore County Retrievers,89.32
2017,Missouri-Kansas City Kangaroos,70.68
2017,North Carolina-Asheville Bulldogs,53.28
2017,North Carolina-Greensboro Spartans,83.36
2017,North Carolina-Wilmington Seahawks,70.42
2017,UNLV Rebels,16.26
2017,Southern California Trojans,49.82
2017,South Carolina-Upstate Spartans,77.34
2017,Texas-Arlington Mavericks,80.46
2017,Texas Rio Grande Vaqueros,36.2
2017,Utah Utes,26.78
2017,Utah State Aggies,48.24
2017,Utah Valley Wolverines,28.34
2017,Texas-El Paso Miners,53.34
2017,Texas-San Antonio Roadrunners,56.64
2017,Valparaiso Crusaders,49
2017,Vanderbilt Commodores,63.26
2017,Virginia Commonwealth Rams,65.12
2017,Vermont Catamounts,83.38
2017,Villanova Wildcats,72.24
2017,Virginia Cavaliers,56.88
2017,Virginia Tech Hokies,65.34
2017,Virginia Military Keydets,69.78
2017,Wagner Seahawks,63.86
2017,Wake Forest Demon Deacons,60.3
2017,Washington Huskies,50.86
2017,Washington State Cougars,60.04
2017,Weber State Wildcats,82.96
2017,West Virginia Mountaineers,65.78
2017,Western Carolina Catamounts,40.3
2017,Western Illinois Leathernecks,60.72
2017,Western Kentucky Hilltoppers,29.24
2017,Western Michigan Broncos,64.94
2017,Wichita State Shockers,48.7
2017,William & Mary Tribe,69.94
2017,Winthrop Eagles,71.66
2017,Wisconsin Badgers,99.72
2017,Wofford Terriers,56.02
2017,Wright State Raiders,46.64
2017,Wyoming Cowboys,74.68
2017,Xavier Musketeers,61.28
2017,Yale Bulldogs,24.98
2017,Youngstown State Penguins,72.76
2018,Abilene Christian Wildcats,91.82
2018,Air Force Falcons,70.8
2018,Akron Zips,21.66
2018,Alabama Crimson Tide,61.36
2018,Alabama A&M Bulldogs,45.08
2018,Alabama State Hornets,45.12
2018,Albany Great Danes,67.08
2018,Alcorn State Braves,59.5
2018,American Eagles,32.02
2018,Appalachian State Mountaineers,59.66
2018,Arizona Wildcats,49.6
2018,Arizona State Sun Devils,51.42
2018,Arkansas Razorbacks,62.1
2018,Arkansas-Pine Bluff Golden Lions,58.48
2018,Arkansas State Red Wolves,59.62
2018,Army Black Knights,73.66
2018,Auburn Tigers,47.7
2018,Austin Peay State Governors,22.28
2018,Ball State Cardinals,72.66
2018,Baylor Bears,56.64
2018,Belmont Bruins,60.2
2018,Bethune Cookman Wildcats,41.94
2018,Binghamton Bearcats,82.52
2018,Boise State Broncos,56.68
2018,Boston College Eagles,52.86
2018,Boston University Terriers,58.2
2018,Bowling Green State Falcons,52.78
2018,Bradley Braves,88.76
2018,Brown Bears,49.52
2018,Bryant University Bulldogs,61.06
2018,Bucknell Bison,92.34
2018,Buffalo Bulls,49.46
2018,Butler Bulldogs,52.08
2018,Brigham Young Cougars,40.72
2018,Cal Poly-Slo Mustangs,55.66
2018,California State-Bakersfield Roadrunners,45.52
2018,California State-Fullerton Titans,61.5
2018,California State-Northridge Matadors,36.46
2018,California Golden Bears,16.9
2018,Campbell Fighting Camels,84.74
2018,Canisius Golden Griffins,49.14
2018,Central Arkansas Bears,68.74
2018,Central Connecticut State Blue Devils,59.2
2018,Central Michigan Chippewas,52.1
2018,Charleston Southern Buccaneers,56.28
2018,North Carolina-Charlotte 49ers,56.98
2018,Tennessee-Chattanooga Moccasins,29.56
2018,Chicago State Cougars,41.36
2018,Cincinnati Bearcats,66.62
2018,Clemson Tigers,55.16
2018,Cleveland State Vikings,60.84
2018,Coastal Carolina Chanticleers,52.1
2018,Colgate Red Raiders,90.42
2018,College of Charleston Cougars,91.58
2018,Colorado Buffaloes,38.98
2018,Colorado State Rams,54.54
2018,Columbia Lions,63.44
2018,Connecticut Huskies,33.66
2018,Coppin State Eagles,41.7
2018,Cornell Big Red,54
2018,Creighton Blue Jays,53.72
2018,Dartmouth College Big Green,53.52
2018,Davidson College Wildcats,75.54
2018,Dayton Flyers,31.3
2018,Delaware Blue Hens,64.16
2018,Delaware State Hornets,43.98
2018,Denver Pioneers,77.94
2018,DePaul Blue Demons,63.2
2018,Detroit-Mercy Titans,67.2
2018,Drake Bulldogs,74.68
2018,Drexel Dragons,56.74
2018,Duke Blue Devils,19.18
2018,Duquesne Dukes,46.42
2018,East Carolina Pirates,29.24
2018,East Tennessee State Buccaneers,41.46
2018,Eastern Illinois Panthers,62.24
2018,Eastern Kentucky Colonels,66.86
2018,Eastern Michigan Eagles,41.2
2018,Eastern Washington Eagles,64.96
2018,Elon Phoenix,83.02
2018,Evansville Aces,45.88
2018,Fairfield Stags,58.72
2018,Fairleigh Dickinson-Metropolitan Knights,64.32
2018,Florida International Panthers,24.1
2018,Florida Gators,48.24
2018,Florida A&M Rattlers,69
2018,Florida Atlantic Owls,48.82
2018,Florida Gulf Coast Eagles,57.68
2018,Florida State Seminoles,47.12
2018,Fordham Rams,48.66
2018,IUPU-Fort Wayne Mastadons,60.06
2018,Fresno State Bulldogs,68.08
2018,Furman  Paladins,83.26
2018,Gardner Webb Runnin Bulldogs,71.62
2018,George Mason Patriots,53.44
2018,George Washington Colonials,38.68
2018,Georgetown Hoyas,45.72
2018,Georgia Bulldogs,76.54
2018,Georgia Southern Eagles,90.3
2018,Georgia State Panthers,58.42
2018,Georgia Tech Yellow Jackets,58
2018,Gonzaga Bulldogs,46.1
2018,Grambling State Tigers,30.32
2018,Grand Canyon Antelope,73.82
2018,Wisconsin-Green Bay Phoenix,20.5
2018,Hampton University Pirates,72.18
2018,Hartford Hawks,78.56
2018,Harvard Crimson,70.66
2018,Hawaii Rainbow Warriors,77.36
2018,High Point Panthers,55.44
2018,Hofstra Pride,49.48
2018,Holy Cross Crusaders,40.64
2018,Houston Cougars,54.48
2018,Houston Baptist Huskies,33.46
2018,Howard Bison,26.66
2018,Idaho Vandals,81.76
2018,Idaho State Bengals,62.66
2018,Illinois Fighting Illini,33.74
2018,Illinois-Chicago Flames,72.5
2018,Illinois State Redbirds,32.22
2018,Incarnate Word Cardinals,76.62
2018,Indiana Hoosiers,66.78
2018,Indiana State Sycamores,43.18
2018,Iona Gaels,53.34
2018,Iowa Hawkeyes,79.44
2018,Iowa State Cyclones,24.28
2018,Indiana-Purdue Jaguars,50.02
2018,Jackson State Tigers,28.12
2018,Jacksonville Dolphins,36.18
2018,Jacksonville State Gamecocks,59.04
2018,James Madison Dukes,28.14
2018,Kansas Jayhawks,46.64
2018,Kansas State Wildcats,58.54
2018,Kennesaw State Owls,53.04
2018,Kent State Golden Flashes,62.98
2018,Kentucky Wildcats,11.62
2018,La Salle Explorers,61.98
2018,Lafayette College Leopards,73.68
2018,Lamar Cardinals,72
2018,Lehigh Mountain Hawks,47.2
2018,Liberty University Flames,60.1
2018,Lipscomb Bison,67.62
2018,Arkansas-Little Rock Trojans,17.42
2018,Long Island Brooklyn Blackbirds,52.5
2018,California State-Long Beach 49ers,37.08
2018,Longwood Lancers,43.64
2018,Louisiana-Lafayette Ragin Cajuns,77.08
2018,Louisiana-Monroe Warhawks,61.92
2018,Louisiana Tech Bulldogs,71.08
2018,Louisville Cardinals,54.32
2018,Loyola-Chicago Ramblers,72.82
2018,Loyola-Marymount Lions,30.26
2018,Loyola-Maryland Greyhounds,70.92
2018,Louisiana State Tigers,57.78
2018,Maine Black Bears,39.04
2018,Manhattan Jaspers,61.24
2018,Marist Red Foxes,67.04
2018,Marquette Golden Eagles,53.6
2018,Marshall Thundering Herd,40.38
2018,Maryland Terrapins,61.64
2018,Maryland-Eastern Shore Hawks,20.06
2018,Massachusetts Minutemen,44.44
2018,McNeese State Cowboys,70.56
2018,Memphis Tigers,28.3
2018,Mercer Bears,84.8
2018,Miami-Florida Hurricanes,67.76
2018,Miami-Ohio Redhawks,42.74
2018,Michigan Wolverines,43.44
2018,Michigan State Spartans,74.18
2018,Middle Tennessee State Blue Raiders,53.8
2018,Wisconsin-Milwaukee Panthers,73.52
2018,Minnesota Golden Gophers,77.86
2018,Mississippi Rebels,58.52
2018,Mississippi State Bulldogs,73.06
2018,Mississippi Valley State Delta Devils,15.76
2018,Missouri Tigers,66.72
2018,Missouri State Bears,63.34
2018,Monmouth-New Jersey Hawks,42.92
2018,Montana Grizzlies,59.36
2018,Montana State Bobcats,80.54
2018,Morehead State Eagles,20.46
2018,Morgan State Bears,81.82
2018,Mount Saint Marys Mountaineers,46.8
2018,Murray State Racers,54.3
2018,Navy Midshipmen,81.4
2018,Nebraska Cornhuskers,55.08
2018,Nebraska-Omaha Mavericks,49
2018,Nevada Wolf Pack,43.54
2018,New Hampshire Wildcats,60.92
2018,New Mexico Lobos,26.3
2018,New Mexico State Aggies,40.88
2018,New Orleans Privateers,41.78
2018,Niagara Purple Eagles,82.28
2018,Nicholls State Colonels,37.46
2018,New Jersey Tech Highlanders,53.7
2018,Norfolk State Spartans,35.16
2018,North Carolina Central Eagles,42.7
2018,North Carolina A&T Aggies,44.24
2018,North Carolina Tar Heels,11.5
2018,North Carolina State Wolfpack,44.96
2018,North Dakota Fighting Hawks,42.46
2018,North Dakota State Bison,55.66
2018,North Florida Ospreys,30.26
2018,North Texas Mean Green Eagles,42.4
2018,Northeastern Huskies,61.22
2018,Northern Arizona Lumberjacks,35.96
2018,Northern Colorado Bears,68.14
2018,Northern Illinois Huskies,30.36
2018,Northern Iowa Panthers,66.4
2018,Northern Kentucky Norse,76.62
2018,Northwestern Wildcats,80.18
2018,Northwestern State Demons,46.14
2018,Notre Dame Fighting Irish,61.76
2018,Oakland Golden Grizzlies,65.36
2018,Ohio Bobcats,57.18
2018,Ohio State Buckeyes,55.9
2018,Oklahoma Sooners,78.44
2018,Oklahoma State Cowboys,57.92
2018,Old Dominion Monarchs,57.58
2018,Oral Roberts Golden Eagles,34.8
2018,Oregon Ducks,18.48
2018,Oregon State Beavers,90.04
2018,Pacific Tigers,25.32
2018,Pennsylvania Quakers,81.92
2018,Penn State Nittany Lions,79.02
2018,Pepperdine Waves,32.38
2018,Pittsburgh Panthers,9.64
2018,Portland Pilots,33.24
2018,Portland State Vikings,48.44
2018,Prairie View A&M Panthers,42.26
2018,Presbyterian Blue Hose,59.4
2018,Princeton Tigers,54.98
2018,Providence Friars,80.98
2018,Purdue Boilermakers,75.48
2018,Quinnipiac Bobcats,33.34
2018,Radford Highlanders,88.6
2018,Rhode Island Rams,72.06
2018,Rice University Owls,27.88
2018,Richmond Spiders,56.58
2018,Rider Broncs,37.9
2018,Robert Morris Colonials,24.34
2018,Rutgers Scarlet Knights,67.78
2018,California State-Sacramento Hornets,41.46
2018,Sacred Heart Pioneers,69.68
2018,Saint Josephs-Pennsylvania Hawks,67.66
2018,Saint Louis Billikens,42.28
2018,Saint Marys College-California Gaels,67.68
2018,Saint Peters Peacocks,35.48
2018,Sam Houston State Bearkats,46.02
2018,Samford Bulldogs,88.3
2018,San Diego Toreros,62.8
2018,San Diego State Aztecs,53.36
2018,San Francisco Dons,77.5
2018,San Jose State Spartans,49.52
2018,Santa Clara Broncos,58.5
2018,Savannah State Tigers,49.98
2018,Seattle University Red Hawks,34.3
2018,Seton Hall Pirates,79.7
2018,Siena College Saints,35.4
2018,Southern Illinois-Edwardsville Cougars,51.08
2018,Southern Methodist Mustangs,42.66
2018,South Alabama Jaguars,42.48
2018,South Carolina Gamecocks,33.2
2018,South Carolina State Bulldogs,45.26
2018,South Dakota Coyotes,78.36
2018,South Dakota State Jackrabbits,68.16
2018,South Florida Bulls,14.7
2018,Southeast Missouri State Redhawks,38.1
2018,Southeastern Louisiana Lions,59.52
2018,Southern University A&M Jaguars,55.66
2018,Southern Illinois Salukis,42.4
2018,Southern Mississippi Golden Eagles,50.66
2018,Southern Utah Thunderbirds,43.78
2018,Saint Bonaventure Bonnies,73.48
2018,Saint Francis-New York Terriers,63.42
2018,Saint Francis-Pennsylvania Red Flash,69.96
2018,Saint Johns Red Storm,67.94
2018,Stanford Cardinal,60.46
2018,Stephen F. Austin State Lumberjacks,72
2018,Stetson Hatters,70.54
2018,Stony Brook Seawolves,61.38
2018,Syracuse Orange,25.16
2018,Texas Christian Horned Frogs,77.16
2018,Temple Owls,72.62
2018,Tennessee Volunteers,59.08
2018,Tennessee-Martin Skyhawks,32.7
2018,Tennessee State Tigers,52.72
2018,Tennessee Tech Golden Eagles,74.16
2018,Texas Longhorns,56.3
2018,Texas A&M Aggies,73.36
2018,Texas A&M-Corpus Christi Islanders,44.26
2018,Texas Southern Tigers,32.18
2018,Texas State Bobcats,47.9
2018,Texas Tech Red Raiders,54.02
2018,Citadel Bulldogs,68.74
2018,Toledo Rockets,46.86
2018,Towson Tigers,77.5
2018,Troy Trojans,67.34
2018,Tulane Green Wave,59.94
2018,Tulsa Golden Hurricane,68.86
2018,Alabama-Birmingham Blazers,41.9
2018,California-Davis Aggies,38.58
2018,California-Irvine Anteaters,63.6
2018,California-Riverside Highlanders,63.72
2018,California-Santa Barbara Gauchos,79.5
2018,Central Florida Knights,55.74
2018,UCLA Bruins,30.82
2018,Massachusetts-Lowell River Hawks,59.42
2018,Maryland-Baltimore County Retrievers,73
2018,Missouri-Kansas City Kangaroos,33.02
2018,North Carolina-Asheville Bulldogs,72.44
2018,North Carolina-Greensboro Spartans,70.38
2018,North Carolina-Wilmington Seahawks,33.76
2018,UNLV Rebels,35.1
2018,Southern California Trojans,83.52
2018,South Carolina-Upstate Spartans,66.32
2018,Texas-Arlington Mavericks,57.36
2018,Texas Rio Grande Vaqueros,69.26
2018,Utah Utes,49.02
2018,Utah State Aggies,57.2
2018,Utah Valley Wolverines,61.42
2018,Texas-El Paso Miners,66.02
2018,Texas-San Antonio Roadrunners,57.9
2018,Valparaiso Crusaders,50.74
2018,Vanderbilt Commodores,71.62
2018,Virginia Commonwealth Rams,31.82
2018,Vermont Catamounts,66.36
2018,Villanova Wildcats,55.88
2018,Virginia Cavaliers,58.54
2018,Virginia Tech Hokies,56.3
2018,Virginia Military Keydets,32.46
2018,Wagner Seahawks,43.42
2018,Wake Forest Demon Deacons,59.14
2018,Washington Huskies,73.64
2018,Washington State Cougars,38.62
2018,Weber State Wildcats,46.24
2018,West Virginia Mountaineers,52.64
2018,Western Carolina Catamounts,87.1
2018,Western Illinois Leathernecks,61.1
2018,Western Kentucky Hilltoppers,16.46
2018,Western Michigan Broncos,83.3
2018,Wichita State Shockers,89.04
2018,William & Mary Tribe,47.48
2018,Winthrop Eagles,47.28
2018,Wisconsin Badgers,39.42
2018,Wofford Terriers,57.34
2018,Wright State Raiders,52.86
2018,Wyoming Cowboys,71.36
2018,Xavier Musketeers,66.64
2018,Yale Bulldogs,60.14
2018,Youngstown State Penguins,53.96
2019,Abilene Christian Wildcats,65.94
2019,Air Force Falcons,50.86
2019,Akron Zips,47.32
2019,Alabama Crimson Tide,76.76
2019,Alabama A&M Bulldogs,50.52
2019,Alabama State Hornets,76.86
2019,Albany Great Danes,20.06
2019,Alcorn State Braves,43.9
2019,American Eagles,89.28
2019,Appalachian State Mountaineers,76.34
2019,Arizona Wildcats,23.44
2019,Arizona State Sun Devils,48.64
2019,Arkansas Razorbacks,19.58
2019,Arkansas-Pine Bluff Golden Lions,64.9
2019,Arkansas State Red Wolves,53.36
2019,Army Black Knights,85.22
2019,Auburn Tigers,65.46
2019,Austin Peay State Governors,68.02
2019,Ball State Cardinals,70.94
2019,Baylor Bears,33.08
2019,Belmont Bruins,49.54
2019,Bethune Cookman Wildcats,74.18
2019,Binghamton Bearcats,50.16
2019,Boise State Broncos,52.28
2019,Boston College Eagles,78.94
2019,Boston University Terriers,50.04
2019,Bowling Green State Falcons,65.1
2019,Bradley Braves,79.46
2019,Brown Bears,93.62
2019,Bryant University Bulldogs,47.34
2019,Bucknell Bison,55.32
2019,Buffalo Bulls,81.62
2019,Butler Bulldogs,72.8
2019,Brigham Young Cougars,78.72
2019,Cal Poly-Slo Mustangs,52.3
2019,California State-Bakersfield Roadrunners,61.1
2019,California State-Fullerton Titans,88.56
2019,California State-Northridge Matadors,21.6
2019,California Golden Bears,47.08
2019,Campbell Fighting Camels,54.76
2019,Canisius Golden Griffins,69.56
2019,Central Arkansas Bears,54.3
2019,Central Connecticut State Blue Devils,50.58
2019,Central Michigan Chippewas,55.08
2019,Charleston Southern Buccaneers,63.02
2019,North Carolina-Charlotte 49ers,43.16
2019,Tennessee-Chattanooga Moccasins,14.62
2019,Chicago State Cougars,37.22
2019,Cincinnati Bearcats,58.56
2019,Clemson Tigers,63.24
2019,Cleveland State Vikings,41.62
2019,Coastal Carolina Chanticleers,52.62
2019,Colgate Red Raiders,61.48
2019,College of Charleston Cougars,63.24
2019,Colorado Buffaloes,57.96
2019,Colorado State Rams,51.26
2019,Columbia Lions,55.5
2019,Connecticut Huskies,64.46
2019,Coppin State Eagles,59.34
2019,Cornell Big Red,81.38
2019,Creighton Blue Jays,41.48
2019,Dartmouth College Big Green,67.8
2019,Davidson College Wildcats,52.32
2019,Dayton Flyers,59.12
2019,Delaware Blue Hens,54.4
2019,Delaware State Hornets,27.22
2019,Denver Pioneers,55.5
2019,DePaul Blue Demons,46.36
2019,Detroit-Mercy Titans,23.4
2019,Drake Bulldogs,17.3
2019,Drexel Dragons,48.82
2019,Duke Blue Devils,22.34
2019,Duquesne Dukes,40.5
2019,East Carolina Pirates,52.46
2019,East Tennessee State Buccaneers,20.58
2019,Eastern Illinois Panthers,31.76
2019,Eastern Kentucky Colonels,44.42
2019,Eastern Michigan Eagles,71.58
2019,Eastern Washington Eagles,61.6
2019,Elon Phoenix,69.98
2019,Evansville Aces,43.88
2019,Fairfield Stags,57.86
2019,Fairleigh Dickinson-Metropolitan Knights,76.36
2019,Florida International Panthers,56.7
2019,Florida Gators,65.2
2019,Florida A&M Rattlers,36.72
2019,Florida Atlantic Owls,24.1
2019,Florida Gulf Coast Eagles,35.52
2019,Florida State Seminoles,68.56
2019,Fordham Rams,23.88
2019,IUPU-Fort Wayne Mastadons,53.98
2019,Fresno State Bulldogs,37.56
2019,Furman  Paladins,51.58
2019,Gardner Webb Runnin Bulldogs,59.82
2019,George Mason Patriots,99.94
2019,George Washington Colonials,42.04
2019,Georgetown Hoyas,64.42
2019,Georgia Bulldogs,68.92
2019,Georgia Southern Eagles,53.66
2019,Georgia State Panthers,76.6
2019,Georgia Tech Yellow Jackets,53.64
2019,Gonzaga Bulldogs,65.2
2019,Grambling State Tigers,69.04
2019,Grand Canyon Antelope,46.88
2019,Wisconsin-Green Bay Phoenix,59.24
2019,Hampton University Pirates,79.48
2019,Hartford Hawks,76.58
2019,Harvard Crimson,84.56
2019,Hawaii Rainbow Warriors,75.56
2019,High Point Panthers,63.08
2019,Hofstra Pride,74.88
2019,Holy Cross Crusaders,89.42
2019,Houston Cougars,54.12
2019,Houston Baptist Huskies,65.14
2019,Howard Bison,85.96
2019,Idaho Vandals,9.92
2019,Idaho State Bengals,59.12
2019,Illinois Fighting Illini,41.06
2019,Illinois-Chicago Flames,67
2019,Illinois State Redbirds,70.52
2019,Incarnate Word Cardinals,41.88
2019,Indiana Hoosiers,57.42
2019,Indiana State Sycamores,53.6
2019,Iona Gaels,30.34
2019,Iowa Hawkeyes,82.54
2019,Iowa State Cyclones,67.24
2019,Indiana-Purdue Jaguars,52.62
2019,Jackson State Tigers,27.96
2019,Jacksonville Dolphins,55
2019,Jacksonville State Gamecocks,54.18
2019,James Madison Dukes,75.5
2019,Kansas Jayhawks,44
2019,Kansas State Wildcats,88.36
2019,Kennesaw State Owls,46.88
2019,Kent State Golden Flashes,52.7
2019,Kentucky Wildcats,32.7
2019,La Salle Explorers,51.62
2019,Lafayette College Leopards,73.64
2019,Lamar Cardinals,36.06
2019,Lehigh Mountain Hawks,83.24
2019,Liberty University Flames,76.36
2019,Lipscomb Bison,88.04
2019,Arkansas-Little Rock Trojans,32.56
2019,Long Island Brooklyn Blackbirds,64.38
2019,California State-Long Beach 49ers,75.64
2019,Longwood Lancers,59.58
2019,Louisiana-Lafayette Ragin Cajuns,58.74
2019,Louisiana-Monroe Warhawks,37.58
2019,Louisiana Tech Bulldogs,66.2
2019,Louisville Cardinals,42.92
2019,Loyola-Chicago Ramblers,57.38
2019,Loyola-Marymount Lions,85.9
2019,Loyola-Maryland Greyhounds,64.68
2019,Louisiana State Tigers,43.64
2019,Maine Black Bears,52.12
2019,Manhattan Jaspers,33.34
2019,Marist Red Foxes,84.94
2019,Marquette Golden Eagles,69.48
2019,Marshall Thundering Herd,75.48
2019,Maryland Terrapins,50.7
2019,Maryland-Eastern Shore Hawks,49.44
2019,Massachusetts Minutemen,52.68
2019,McNeese State Cowboys,36.96
2019,Memphis Tigers,65.5
2019,Mercer Bears,32.18
2019,Miami-Florida Hurricanes,49.2
2019,Miami-Ohio Redhawks,72.34
2019,Michigan Wolverines,51.76
2019,Michigan State Spartans,58.42
2019,Middle Tennessee State Blue Raiders,14.88
2019,Wisconsin-Milwaukee Panthers,24
2019,Minnesota Golden Gophers,55.96
2019,Mississippi Rebels,53.34
2019,Mississippi State Bulldogs,83.58
2019,Mississippi Valley State Delta Devils,57.36
2019,Missouri Tigers,39.52
2019,Missouri State Bears,36.92
2019,Monmouth-New Jersey Hawks,65.24
2019,Montana Grizzlies,81.28
2019,Montana State Bobcats,56.4
2019,Morehead State Eagles,67.82
2019,Morgan State Bears,54
2019,Mount Saint Marys Mountaineers,6.64
2019,Murray State Racers,33.84
2019,Navy Midshipmen,45.62
2019,Nebraska Cornhuskers,64.48
2019,Nebraska-Omaha Mavericks,66.3
2019,Nevada Wolf Pack,50.34
2019,New Hampshire Wildcats,48.16
2019,New Mexico Lobos,38.42
2019,New Mexico State Aggies,43.54
2019,New Orleans Privateers,56.26
2019,Niagara Purple Eagles,63.22
2019,Nicholls State Colonels,26.82
2019,New Jersey Tech Highlanders,81.26
2019,Norfolk State Spartans,58.02
2019,North Carolina Central Eagles,65.66
2019,North Carolina A&T Aggies,35.08
2019,North Carolina Tar Heels,61.54
2019,North Carolina State Wolfpack,40.88
2019,North Dakota Fighting Hawks,61.26
2019,North Dakota State Bison,57.32
2019,North Florida Ospreys,88.04
2019,North Texas Mean Green Eagles,70.4
2019,Northeastern Huskies,78.5
2019,Northern Arizona Lumberjacks,37.54
2019,Northern Colorado Bears,51.74
2019,Northern Illinois Huskies,85.3
2019,Northern Iowa Panthers,51.26
2019,Northern Kentucky Norse,42.82
2019,Northwestern Wildcats,54.8
2019,Northwestern State Demons,70.42
2019,Notre Dame Fighting Irish,58.26
2019,Oakland Golden Grizzlies,16.58
2019,Ohio Bobcats,52.92
2019,Ohio State Buckeyes,44.4
2019,Oklahoma Sooners,55.66
2019,Oklahoma State Cowboys,30.38
2019,Old Dominion Monarchs,54.92
2019,Oral Roberts Golden Eagles,39.46
2019,Oregon Ducks,49.46
2019,Oregon State Beavers,66.86
2019,Pacific Tigers,57.58
2019,Pennsylvania Quakers,71.82
2019,Penn State Nittany Lions,51.4
2019,Pepperdine Waves,48.78
2019,Pittsburgh Panthers,57.1
2019,Portland Pilots,73.68
2019,Portland State Vikings,46.16
2019,Prairie View A&M Panthers,39.06
2019,Presbyterian Blue Hose,66.04
2019,Princeton Tigers,66.76
2019,Providence Friars,53.8
2019,Purdue Boilermakers,42.7
2019,Quinnipiac Bobcats,62.7
2019,Radford Highlanders,72.12
2019,Rhode Island Rams,35.42
2019,Rice University Owls,33.08
2019,Richmond Spiders,63.06
2019,Rider Broncs,86.94
2019,Robert Morris Colonials,69.46
2019,Rutgers Scarlet Knights,51.56
2019,California State-Sacramento Hornets,69.92
2019,Sacred Heart Pioneers,50.5
2019,Saint Josephs-Pennsylvania Hawks,53.56
2019,Saint Louis Billikens,55.02
2019,Saint Marys College-California Gaels,35.66
2019,Saint Peters Peacocks,56.26
2019,Sam Houston State Bearkats,38.12
2019,Samford Bulldogs,23.36
2019,San Diego Toreros,74.58
2019,San Diego State Aztecs,62.96
2019,San Francisco Dons,73.4
2019,San Jose State Spartans,35.9
2019,Santa Clara Broncos,35.44
2019,Savannah State Tigers,18.44
2019,Seattle University Red Hawks,34.38
2019,Seton Hall Pirates,37.6
2019,Siena College Saints,34.7
2019,Southern Illinois-Edwardsville Cougars,58.06
2019,Southern Methodist Mustangs,54.26
2019,South Alabama Jaguars,73.68
2019,South Carolina Gamecocks,66.58
2019,South Carolina State Bulldogs,58.44
2019,South Dakota Coyotes,51.86
2019,South Dakota State Jackrabbits,57.72
2019,South Florida Bulls,28.36
2019,Southeast Missouri State Redhawks,44.7
2019,Southeastern Louisiana Lions,46.34
2019,Southern University A&M Jaguars,46.42
2019,Southern Illinois Salukis,81.06
2019,Southern Mississippi Golden Eagles,82.48
2019,Southern Utah Thunderbirds,49
2019,Saint Bonaventure Bonnies,41.42
2019,Saint Francis-New York Terriers,51.18
2019,Saint Francis-Pennsylvania Red Flash,79.94
2019,Saint Johns Red Storm,58.24
2019,Stanford Cardinal,50.38
2019,Stephen F. Austin State Lumberjacks,52.3
2019,Stetson Hatters,33.12
2019,Stony Brook Seawolves,46.5
2019,Syracuse Orange,90.72
2019,Texas Christian Horned Frogs,57.66
2019,Temple Owls,68.88
2019,Tennessee Volunteers,87.08
2019,Tennessee-Martin Skyhawks,40.44
2019,Tennessee State Tigers,39.66
2019,Tennessee Tech Golden Eagles,26.42
2019,Texas Longhorns,68.86
2019,Texas A&M Aggies,24.24
2019,Texas A&M-Corpus Christi Islanders,47.2
