Year,Team,Real Win Total,Real Loss Total,Pythag
2012,North Carolina-Greensboro Spartans,13,19,0.271102809
2012,North Carolina-Wilmington Seahawks,10,21,0.297518766
2012,North Dakota Fighting Hawks,17,15,0.514318432
2012,North Dakota State Bison,17,14,0.666413733
2012,North Florida Ospreys,16,16,0.388608865
2012,North Texas Mean Green Eagles,18,14,0.691099333
2012,Northeastern Huskies,14,17,0.387096613
2012,Northern Arizona Lumberjacks,5,24,0.197832102
2012,Northern Colorado Bears,9,19,0.39505499
2012,Northern Illinois Huskies,5,26,0.11401638
2012,Northern Iowa Panthers,20,14,0.627583035
2012,Northern Kentucky Norse,0,0,0
2012,Northwestern State Demons,16,16,0.522772291
2012,Northwestern Wildcats,19,14,0.538323379
2012,Notre Dame Fighting Irish,22,12,0.67997777
2012,Oakland Golden Grizzlies,20,16,0.53943849
2012,Ohio Bobcats,29,8,0.767800883
2012,Ohio State Buckeyes,31,8,0.906852197
2012,Oklahoma Sooners,15,16,0.52281548
2012,Oklahoma State Cowboys,15,18,0.454143245
2012,Old Dominion Monarchs,22,14,0.644988698
2012,Oral Roberts Golden Eagles,27,7,0.730774839
2012,Oregon Ducks,24,10,0.686468404
2012,Oregon State Beavers,21,15,0.698845584
2012,Pacific Tigers,11,19,0.331184461
2012,Penn State Nittany Lions,12,20,0.343462661
2012,Pennsylvania Quakers,20,13,0.548065145
2012,Pepperdine Waves,10,19,0.252502394
2012,Pittsburgh Panthers,22,17,0.631671076
2012,Portland Pilots,7,24,0.169152204
2012,Portland State Vikings,17,15,0.598363132
2012,Prairie View A&M Panthers,14,18,0.395726108
2012,Presbyterian Blue Hose,14,15,0.461038465
2012,Princeton Tigers,20,12,0.668944714
2012,Providence Friars,15,17,0.484927584
2012,Purdue Boilermakers,22,13,0.704211227
2012,Quinnipiac Bobcats,18,14,0.636733
2012,Radford Highlanders,6,26,0.23759397
2012,Rhode Island Rams,7,24,0.273153307
2012,Rice University Owls,19,16,0.622383837
2012,Richmond Spiders,16,16,0.56782262
2012,Rider Broncs,13,19,0.396336895
2012,Robert Morris Colonials,26,11,0.684238082
2012,Rutgers Scarlet Knights,14,18,0.486583767
2012,Sacred Heart Pioneers,14,18,0.453300996
2012,Saint Bonaventure Bonnies,20,12,0.693927004
2012,Saint Francis-New York Terriers,15,15,0.527168356
2012,Saint Francis-Pennsylvania Red Flash,6,23,0.201074511
2012,Saint Johns Red Storm,13,19,0.343379157
2012,Saint Josephs-Pennsylvania Hawks,20,14,0.642531077
2012,Saint Louis Billikens,26,8,0.85800643
2012,Saint Marys College-California Gaels,27,6,0.859157986
2012,Saint Peters Peacocks,5,26,0.145597237
2012,Sam Houston State Bearkats,13,19,0.412268564
2012,Samford Bulldogs,11,19,0.367418682
2012,San Diego State Aztecs,26,8,0.753918056
2012,San Diego Toreros,13,18,0.381889668
2012,San Francisco Dons,20,14,0.64979848
2012,San Jose State Spartans,9,22,0.318201775
2012,Santa Clara Broncos,8,22,0.319113057
2012,Savannah State Tigers,21,12,0.67062935
2012,Seattle University Red Hawks,12,15,0.549956612
2012,Seton Hall Pirates,21,13,0.668801051
2012,Siena College Saints,14,17,0.392483518
2012,South Alabama Jaguars,17,12,0.4841629
2012,South Carolina Gamecocks,10,21,0.357513433
2012,South Carolina State Bulldogs,5,26,0.138815568
2012,South Carolina-Upstate Spartans,21,13,0.611475404
2012,South Dakota Coyotes,10,18,0.354882298
2012,South Dakota State Jackrabbits,27,8,0.813548814
2012,South Florida Bulls,22,14,0.616999084
2012,Southeast Missouri State Redhawks,15,16,0.525825451
2012,Southeastern Louisiana Lions,12,17,0.418053903
2012,Southern California Trojans,6,26,0.214689801
2012,Southern Illinois Salukis,8,23,0.268207365
2012,Southern Illinois-Edwardsville Cougars,10,17,0.304446877
2012,Southern Methodist Mustangs,13,19,0.482615922
2012,Southern Mississippi Golden Eagles,25,9,0.720421622
2012,Southern University A&M Jaguars,17,14,0.367760589
2012,Southern Utah Thunderbirds,14,17,0.416679325
2012,Stanford Cardinal,26,11,0.788411784
2012,Stephen F. Austin State Lumberjacks,20,12,0.780165706
2012,Stetson Hatters,9,20,0.294366718
2012,Stony Brook Seawolves,22,10,0.766813964
2012,Syracuse Orange,34,3,0.880289405
2012,Temple Owls,24,8,0.68574824
2012,Tennessee State Tigers,20,13,0.558482819
2012,Tennessee Tech Golden Eagles,19,14,0.508681897
2012,Tennessee Volunteers,19,15,0.633977571
2012,Tennessee-Chattanooga Moccasins,11,21,0.563943427
2012,Tennessee-Martin Skyhawks,4,27,0.136042785
2012,Texas A&M Aggies,14,18,0.484332299
2012,Texas A&M-Corpus Christi Islanders,6,24,0.18361257
2012,Texas Christian Horned Frogs,18,15,0.503229319
2012,Texas Longhorns,20,14,0.703806973
2012,Texas Rio Grande Vaqueros,11,21,0.271925641
2012,Texas Southern Tigers,15,18,0.435266599
2012,Texas State Bobcats,13,17,0.555151696
2012,Texas Tech Red Raiders,8,23,0.19771952
2012,Texas-Arlington Mavericks,24,9,0.787991915
2012,Texas-El Paso Miners,15,17,0.502537107
2012,Texas-San Antonio Roadrunners,18,14,0.685284202
2012,Toledo Rockets,19,17,0.620315058
2012,Towson Tigers,1,31,0.042663212
2012,Troy Trojans,10,18,0.348090762
2012,Tulane Green Wave,15,16,0.618266116
2012,Tulsa Golden Hurricane,17,14,0.613192491
2012,UCLA Bruins,19,14,0.720800105
2012,UNLV Rebels,26,9,0.817824281
2012,Utah State Aggies,21,16,0.651450508
2012,Utah Utes,6,25,0.087901625
2012,Utah Valley Wolverines,20,13,0.628219525
2012,Valparaiso Crusaders,22,12,0.610881398
2012,Vanderbilt Commodores,25,11,0.758283404
2012,Vermont Catamounts,24,12,0.728770864
2012,Villanova Wildcats,13,19,0.509061793
2012,Virginia Cavaliers,22,10,0.811063078
2012,Virginia Commonwealth Rams,29,7,0.787753026
2012,Virginia Military Keydets,17,16,0.471939082
2012,Virginia Tech Hokies,16,17,0.608005188
2012,Wagner Seahawks,25,6,0.795186173
2012,Wake Forest Demon Deacons,13,18,0.321876177
2012,Washington Huskies,24,11,0.684883714
2012,Washington State Cougars,19,18,0.602254664
2012,Weber State Wildcats,25,7,0.759968095
2012,West Virginia Mountaineers,19,14,0.665210205
2012,Western Carolina Catamounts,17,18,0.545321835
2012,Western Illinois Leathernecks,18,15,0.558436981
2012,Western Kentucky Hilltoppers,16,19,0.380147574
2012,Western Michigan Broncos,14,20,0.453316496
2012,Wichita State Shockers,27,6,0.897256192
2012,William & Mary Tribe,6,26,0.193167372
2012,Winthrop Eagles,12,20,0.405962814
2012,Wisconsin Badgers,26,10,0.869384033
2012,Wisconsin-Green Bay Phoenix,15,15,0.438810527
2012,Wisconsin-Milwaukee Panthers,20,14,0.56738562
2012,Wofford Terriers,19,14,0.528056316
2012,Wright State Raiders,13,19,0.356667119
2012,Wyoming Cowboys,21,12,0.752901417
2012,Xavier Musketeers,23,13,0.622387916
2012,Yale Bulldogs,19,10,0.645405485
2012,Youngstown State Penguins,16,15,0.55911646
2013,Abilene Christian Wildcats,0,0,0
2013,Air Force Falcons,18,14,0.581759141
2013,Akron Zips,26,7,0.79866518
2013,Alabama A&M Bulldogs,11,20,0.266661132
2013,Alabama Crimson Tide,23,13,0.685484691
2013,Alabama State Hornets,10,22,0.226435827
2013,Alabama-Birmingham Blazers,16,17,0.506531068
2013,Albany Great Danes,24,11,0.645674583
2013,Alcorn State Braves,10,24,0.284939126
2013,American Eagles,10,20,0.265586677
2013,Appalachian State Mountaineers,15,16,0.488438413
2013,Arizona State Sun Devils,22,13,0.651754284
2013,Arizona Wildcats,27,8,0.813501014
2013,Arkansas Razorbacks,19,13,0.667508045
2013,Arkansas State Red Wolves,19,12,0.715477845
2013,Arkansas-Little Rock Trojans,17,15,0.493983617
2013,Arkansas-Pine Bluff Golden Lions,16,14,0.348879585
2013,Army Black Knights,16,15,0.651574905
2013,Auburn Tigers,9,23,0.35224511
2013,Austin Peay State Governors,8,23,0.335428052
2013,Ball State Cardinals,15,15,0.393940388
2013,Baylor Bears,23,14,0.799602909
2013,Belmont Bruins,26,7,0.8558151
2013,Bethune Cookman Wildcats,14,20,0.461091978
2013,Binghamton Bearcats,3,27,0.098101875
2013,Boise State Broncos,21,11,0.758917836
2013,Boston College Eagles,16,17,0.464445325
2013,Boston University Terriers,17,13,0.626324784
2013,Bowling Green State Falcons,13,19,0.470877355
2013,Bradley Braves,18,17,0.473148122
2013,Brigham Young Cougars,24,12,0.744383515
2013,Brown Bears,13,15,0.425441987
2013,Bryant University Bulldogs,19,12,0.592207674
2013,Bucknell Bison,28,6,0.818362447
2013,Buffalo Bulls,14,20,0.486522305
2013,Butler Bulldogs,27,9,0.698169952
2013,Cal Poly-Slo Mustangs,18,14,0.567193896
2013,California Baptist Lancers,0,0,0
2013,California Golden Bears,21,12,0.610330338
2013,California State-Bakersfield Roadrunners,14,16,0.463909272
2013,California State-Fullerton Titans,14,18,0.573708796
2013,California State-Long Beach 49ers,19,14,0.424543184
2013,California State-Northridge Matadors,14,17,0.526472658
2013,California State-Sacramento Hornets,14,15,0.462109128
2013,California-Davis Aggies,14,17,0.466642765
2013,California-Irvine Anteaters,21,16,0.640358563
2013,California-Riverside Highlanders,6,25,0.226348281
2013,California-Santa Barbara Gauchos,11,20,0.392739911
2013,Campbell Fighting Camels,13,20,0.380738907
2013,Canisius Golden Griffins,20,14,0.617414433
2013,Central Arkansas Bears,13,17,0.428887146
2013,Central Connecticut State Blue Devils,13,17,0.360220901
2013,Central Florida Knights,20,11,0.63456548
2013,Central Michigan Chippewas,11,20,0.346065644
2013,Charleston Southern Buccaneers,19,13,0.728736819
2013,Chicago State Cougars,11,22,0.359165413
2013,Cincinnati Bearcats,22,12,0.774009914
2013,Citadel Bulldogs,8,22,0.211905691
2013,Clemson Tigers,13,18,0.558177244
2013,Cleveland State Vikings,14,18,0.301691201
2013,Coastal Carolina Chanticleers,14,15,0.636057455
2013,Colgate Red Raiders,11,21,0.279284645
2013,College of Charleston Cougars,24,11,0.635221826
2013,Colorado Buffaloes,21,12,0.651451378
2013,Colorado State Rams,26,9,0.800766176
2013,Columbia Lions,12,16,0.576862641
2013,Connecticut Huskies,20,10,0.663109158
2013,Coppin State Eagles,8,24,0.240174981
2013,Cornell Big Red,13,18,0.348925288
2013,Creighton Blue Jays,28,8,0.843411429
2013,Dartmouth College Big Green,9,19,0.327504729
2013,Davidson College Wildcats,26,8,0.845187831
2013,Dayton Flyers,17,14,0.680267416
2013,Delaware Blue Hens,19,14,0.501126124
2013,Delaware State Hornets,15,18,0.380799039
2013,Denver Pioneers,22,10,0.820439841
2013,DePaul Blue Demons,11,21,0.366756897
2013,Detroit-Mercy Titans,20,13,0.721719845
2013,Drake Bulldogs,15,17,0.474480271
2013,Drexel Dragons,13,18,0.496066849
2013,Duke Blue Devils,30,6,0.84748215
2013,Duquesne Dukes,8,22,0.240313143
2013,East Carolina Pirates,23,12,0.68452109
2013,East Tennessee State Buccaneers,10,22,0.199120137
2013,Eastern Illinois Panthers,11,21,0.348116848
2013,Eastern Kentucky Colonels,25,10,0.766378074
2013,Eastern Michigan Eagles,16,18,0.391106214
2013,Eastern Washington Eagles,10,21,0.319769938
2013,Elon Phoenix,21,12,0.64539999
2013,Evansville Aces,21,15,0.619868649
2013,Fairfield Stags,19,16,0.562018093
2013,Fairleigh Dickinson-Metropolitan Knights,7,24,0.130223119
2013,Florida A&M Rattlers,8,23,0.256903415
2013,Florida Atlantic Owls,14,18,0.414149504
2013,Florida Gators,29,8,0.942251306
2013,Florida Gulf Coast Eagles,26,11,0.711267682
2013,Florida International Panthers,18,14,0.501159763
2013,Florida State Seminoles,18,16,0.441335237
2013,Fordham Rams,7,24,0.156901997
2013,Fresno State Bulldogs,11,19,0.456307243
2013,Furman  Paladins,7,24,0.171122341
2013,Gardner Webb Runnin Bulldogs,21,13,0.692218255
2013,George Mason Patriots,22,16,0.582792344
2013,George Washington Colonials,13,17,0.528484845
2013,Georgetown Hoyas,25,7,0.801937821
2013,Georgia Bulldogs,15,17,0.46733616
2013,Georgia Southern Eagles,14,19,0.382571388
2013,Georgia State Panthers,15,16,0.547571305
2013,Georgia Tech Yellow Jackets,16,15,0.577695518
2013,Gonzaga Bulldogs,32,3,0.929903653
2013,Grambling State Tigers,0,28,0.01205746
2013,Grand Canyon Antelope,0,0,0
2013,Hampton University Pirates,14,17,0.438841445
2013,Hartford Hawks,17,14,0.452449327
2013,Harvard Crimson,20,10,0.655926073
2013,Hawaii Rainbow Warriors,17,15,0.534180041
2013,High Point Panthers,17,14,0.692367678
2013,Hofstra Pride,7,25,0.209561501
2013,Holy Cross Crusaders,12,18,0.373402096
2013,Houston Baptist Huskies,14,17,0.378791714
2013,Houston Cougars,20,13,0.656621686
2013,Howard Bison,7,24,0.183664128
2013,Idaho State Bengals,6,24,0.226199679
2013,Idaho Vandals,12,18,0.464066068
2013,Illinois Fighting Illini,23,13,0.638422012
2013,Illinois State Redbirds,18,15,0.699835061
2013,Illinois-Chicago Flames,18,16,0.50240045
2013,Incarnate Word Cardinals,0,0,0
2013,Indiana Hoosiers,29,7,0.918219668
2013,Indiana State Sycamores,18,15,0.494072678
2013,Indiana-Purdue Jaguars,6,26,0.167455404
2013,Iona Gaels,20,14,0.62973666
2013,Iowa Hawkeyes,25,13,0.754899368
2013,Iowa State Cyclones,23,12,0.758049516
2013,IUPU-Fort Wayne Mastadons,15,16,0.539915692
2013,Jackson State Tigers,11,18,0.313053054
2013,Jacksonville Dolphins,14,18,0.367132615
2013,Jacksonville State Gamecocks,17,11,0.555569198
2013,James Madison Dukes,21,15,0.521925277
2013,Kansas Jayhawks,31,6,0.879307563
2013,Kansas State Wildcats,27,8,0.795004652
2013,Kennesaw State Owls,3,27,0.161622222
2013,Kent State Golden Flashes,21,14,0.615047763
2013,Kentucky Wildcats,21,12,0.772178529
2013,La Salle Explorers,24,10,0.698681712
2013,Lafayette College Leopards,19,15,0.503274714
2013,Lamar Cardinals,3,28,0.069584802
2013,Lehigh Mountain Hawks,21,10,0.762742181
2013,Liberty University Flames,15,21,0.46933728
2013,Lipscomb Bison,12,18,0.262023716
2013,Long Island Brooklyn Blackbirds,20,14,0.584823632
2013,Longwood Lancers,8,25,0.150764649
2013,Louisiana State Tigers,19,12,0.565869764
2013,Louisiana Tech Bulldogs,27,7,0.804934315
2013,Louisiana-Lafayette Ragin Cajuns,13,20,0.41872052
2013,Louisiana-Monroe Warhawks,4,23,0.125509861
2013,Louisville Cardinals,35,5,0.918580477
2013,Loyola-Chicago Ramblers,15,16,0.57890988
2013,Loyola-Maryland Greyhounds,23,12,0.631663896
2013,Loyola-Marymount Lions,0,1,0.123649391
2013,Maine Black Bears,11,19,0.37337583
2013,Manhattan Jaspers,14,18,0.431304471
2013,Marist Red Foxes,10,21,0.330296846
2013,Marquette Golden Eagles,26,9,0.701974852
2013,Marshall Thundering Herd,13,19,0.368641144
2013,Maryland Terrapins,25,13,0.735292255
2013,Maryland-Baltimore County Retrievers,8,23,0.230388324
2013,Maryland-Eastern Shore Hawks,2,26,0.082762038
2013,Massachusetts Minutemen,21,12,0.544967313
2013,Massachusetts-Lowell River Hawks,0,0,0
2013,McNeese State Cowboys,14,17,0.361798028
2013,Memphis Tigers,31,5,0.803378988
2013,Mercer Bears,24,12,0.745482658
2013,Miami-Florida Hurricanes,29,7,0.807839586
2013,Miami-Ohio Redhawks,9,22,0.294346603
2013,Michigan State Spartans,27,9,0.807071799
2013,Michigan Wolverines,31,8,0.854456421
2013,Middle Tennessee State Blue Raiders,28,6,0.88331992
2013,Minnesota Golden Gophers,21,13,0.735573229
2013,Mississippi Rebels,27,9,0.812222128
2013,Mississippi State Bulldogs,10,22,0.197760755
2013,Mississippi Valley State Delta Devils,5,23,0.163984429
2013,Missouri State Bears,11,22,0.299417656
2013,Missouri Tigers,23,11,0.794597896
2013,Missouri-Kansas City Kangaroos,8,24,0.186048906
2013,Monmouth-New Jersey Hawks,10,21,0.23678962
2013,Montana Grizzlies,25,7,0.661929901
2013,Montana State Bobcats,13,17,0.425449874
2013,Morehead State Eagles,15,18,0.487200938
2013,Morgan State Bears,17,15,0.5811669
2013,Mount Saint Marys Mountaineers,18,14,0.436868005
2013,Murray State Racers,21,10,0.707143396
2013,Navy Midshipmen,8,23,0.264832843
2013,Nebraska Cornhuskers,15,18,0.294590159
2013,Nebraska-Omaha Mavericks,11,20,0.192231144
2013,Nevada Wolf Pack,12,19,0.342948253
2013,New Hampshire Wildcats,9,20,0.395152038
2013,New Jersey Tech Highlanders,16,13,0.712466488
2013,New Mexico Lobos,29,6,0.744190171
2013,New Mexico State Aggies,24,11,0.693173661
2013,New Orleans Privateers,8,18,0.286226636
2013,Niagara Purple Eagles,19,14,0.560376565
2013,Nicholls State Colonels,9,21,0.306998222
2013,Norfolk State Spartans,21,12,0.530594281
2013,North Alabama Lions,0,1,0.187431976
2013,North Carolina A&T Aggies,20,17,0.508931521
2013,North Carolina Central Eagles,22,9,0.848003807
2013,North Carolina State Wolfpack,24,11,0.729648318
2013,North Carolina Tar Heels,25,11,0.741621205
2013,North Carolina-Asheville Bulldogs,16,16,0.593245627
2013,North Carolina-Charlotte 49ers,21,12,0.49770181
2013,North Carolina-Greensboro Spartans,9,22,0.427744942
2013,North Carolina-Wilmington Seahawks,10,20,0.252598367
2013,North Dakota Fighting Hawks,16,17,0.475914335
2013,North Dakota State Bison,24,10,0.862322573
2013,North Florida Ospreys,13,19,0.368973295
2013,North Texas Mean Green Eagles,12,20,0.401589619
2013,Northeastern Huskies,20,13,0.521496696
2013,Northern Arizona Lumberjacks,11,21,0.227555386
2013,Northern Colorado Bears,13,18,0.503522279
2013,Northern Illinois Huskies,5,25,0.173758421
2013,Northern Iowa Panthers,21,15,0.68084021
2013,Northern Kentucky Norse,11,16,0.398259565
2013,Northwestern State Demons,23,9,0.761481311
2013,Northwestern Wildcats,13,19,0.381246479
2013,Notre Dame Fighting Irish,25,10,0.731299049
2013,Oakland Golden Grizzlies,16,17,0.457471672
2013,Ohio Bobcats,24,10,0.768339666
2013,Ohio State Buckeyes,29,8,0.848431041
2013,Oklahoma Sooners,20,12,0.656065449
2013,Oklahoma State Cowboys,24,9,0.793655794
2013,Old Dominion Monarchs,5,25,0.286764229
2013,Oral Roberts Golden Eagles,20,15,0.647425721
2013,Oregon Ducks,28,9,0.772548806
2013,Oregon State Beavers,14,18,0.562720274
2013,Pacific Tigers,22,13,0.616408494
2013,Penn State Nittany Lions,10,21,0.260185701
2013,Pennsylvania Quakers,9,22,0.297751053
2013,Pepperdine Waves,12,18,0.326305335
2013,Pittsburgh Panthers,24,9,0.897317485
2013,Portland Pilots,11,21,0.235087573
2013,Portland State Vikings,8,20,0.363921654
2013,Prairie View A&M Panthers,15,19,0.452441356
2013,Presbyterian Blue Hose,8,24,0.220113783
2013,Princeton Tigers,17,11,0.731558403
2013,Providence Friars,19,15,0.604262258
2013,Purdue Boilermakers,16,18,0.545795462
2013,Quinnipiac Bobcats,15,16,0.505764651
2013,Radford Highlanders,13,19,0.449103363
2013,Rhode Island Rams,8,21,0.292206787
2013,Rice University Owls,5,26,0.163311962
2013,Richmond Spiders,19,15,0.627433905
2013,Rider Broncs,19,15,0.517800051
2013,Robert Morris Colonials,24,11,0.684025078
2013,Rutgers Scarlet Knights,15,16,0.46862998
2013,Sacred Heart Pioneers,9,20,0.299469077
2013,Saint Bonaventure Bonnies,14,15,0.52562107
2013,Saint Francis-New York Terriers,12,18,0.457902988
2013,Saint Francis-Pennsylvania Red Flash,5,24,0.16247403
2013,Saint Johns Red Storm,17,16,0.446826835
2013,Saint Josephs-Pennsylvania Hawks,18,14,0.625560555
2013,Saint Louis Billikens,28,7,0.836793116
2013,Saint Marys College-California Gaels,28,7,0.850392661
2013,Saint Peters Peacocks,9,21,0.268156988
2013,Sam Houston State Bearkats,17,17,0.604614827
2013,Samford Bulldogs,11,21,0.311957362
2013,San Diego State Aztecs,23,11,0.78447155
2013,San Diego Toreros,16,18,0.448643703
2013,San Francisco Dons,15,16,0.523808281
2013,San Jose State Spartans,9,20,0.256653295
2013,Santa Clara Broncos,26,12,0.720923885
2013,Savannah State Tigers,19,15,0.558791732
2013,Seattle University Red Hawks,8,22,0.384907513
2013,Seton Hall Pirates,15,18,0.483265642
2013,Siena College Saints,8,24,0.20773395
2013,South Alabama Jaguars,17,13,0.524979385
2013,South Carolina Gamecocks,14,18,0.394808252
2013,South Carolina State Bulldogs,6,24,0.153941585
2013,South Carolina-Upstate Spartans,16,17,0.634194539
2013,South Dakota Coyotes,10,20,0.389175688
2013,South Dakota State Jackrabbits,25,10,0.755790396
2013,South Florida Bulls,12,19,0.359019789
2013,Southeast Missouri State Redhawks,17,16,0.590702997
2013,Southeastern Louisiana Lions,13,18,0.322060408
2013,Southern California Trojans,14,18,0.426022525
2013,Southern Illinois Salukis,14,17,0.429694896
2013,Southern Illinois-Edwardsville Cougars,9,18,0.322018019
2013,Southern Methodist Mustangs,15,17,0.57127352
2013,Southern Mississippi Golden Eagles,27,10,0.825824526
2013,Southern University A&M Jaguars,23,10,0.840690973
2013,Southern Utah Thunderbirds,11,20,0.313680362
2013,Stanford Cardinal,19,15,0.646398293
2013,Stephen F. Austin State Lumberjacks,27,5,0.918168394
2013,Stetson Hatters,15,16,0.455832825
2013,Stony Brook Seawolves,25,8,0.84826074
2013,Syracuse Orange,30,10,0.866150204
2013,Temple Owls,24,10,0.65308436
2013,Tennessee State Tigers,18,15,0.556846343
2013,Tennessee Tech Golden Eagles,12,17,0.403505361
2013,Tennessee Volunteers,20,13,0.615259389
2013,Tennessee-Chattanooga Moccasins,13,19,0.388882199
2013,Tennessee-Martin Skyhawks,9,21,0.202727336
2013,Texas A&M Aggies,18,15,0.566266256
2013,Texas A&M-Corpus Christi Islanders,6,23,0.232271669
2013,Texas Christian Horned Frogs,11,21,0.211698969
2013,Texas Longhorns,16,18,0.496553517
2013,Texas Rio Grande Vaqueros,16,16,0.435334863
2013,Texas Southern Tigers,17,14,0.686047054
2013,Texas State Bobcats,12,22,0.340278331
2013,Texas Tech Red Raiders,11,20,0.249331322
2013,Texas-Arlington Mavericks,19,14,0.559609368
2013,Texas-El Paso Miners,18,14,0.590960104
2013,Texas-San Antonio Roadrunners,10,22,0.301442595
2013,Toledo Rockets,15,13,0.522679288
2013,Towson Tigers,18,13,0.571656704
2013,Troy Trojans,12,21,0.31912033
2013,Tulane Green Wave,20,15,0.644122377
2013,Tulsa Golden Hurricane,17,16,0.490869602
2013,UCLA Bruins,25,10,0.672943003
2013,UNLV Rebels,25,10,0.781456137
2013,Utah State Aggies,21,10,0.693053882
2013,Utah Utes,15,18,0.537729211
2013,Utah Valley Wolverines,14,18,0.490514778
2013,Valparaiso Crusaders,26,8,0.79599338
2013,Vanderbilt Commodores,16,17,0.509024187
2013,Vermont Catamounts,21,12,0.673476082
2013,Villanova Wildcats,20,14,0.603903903
2013,Virginia Cavaliers,23,12,0.81517363
2013,Virginia Commonwealth Rams,27,9,0.858620059
2013,Virginia Military Keydets,14,17,0.512719664
2013,Virginia Tech Hokies,13,19,0.34508934
2013,Wagner Seahawks,19,12,0.568869714
2013,Wake Forest Demon Deacons,13,18,0.399382676
2013,Washington Huskies,18,16,0.526748735
2013,Washington State Cougars,13,19,0.557584381
2013,Weber State Wildcats,30,7,0.893623845
2013,West Virginia Mountaineers,13,19,0.426531942
2013,Western Carolina Catamounts,14,19,0.487712283
2013,Western Illinois Leathernecks,22,9,0.743554289
2013,Western Kentucky Hilltoppers,20,16,0.548170233
2013,Western Michigan Broncos,22,13,0.61852319
2013,Wichita State Shockers,30,9,0.793669152
2013,William & Mary Tribe,13,17,0.519931168
2013,Winthrop Eagles,14,17,0.448332945
2013,Wisconsin Badgers,23,12,0.822528445
2013,Wisconsin-Green Bay Phoenix,18,16,0.620229917
2013,Wisconsin-Milwaukee Panthers,8,24,0.22529984
2013,Wofford Terriers,13,19,0.456353638
2013,Wright State Raiders,23,13,0.646813713
2013,Wyoming Cowboys,20,14,0.57963616
2013,Xavier Musketeers,17,14,0.608360678
2013,Yale Bulldogs,14,17,0.528476097
2013,Youngstown State Penguins,18,16,0.574468205
2014,Abilene Christian Wildcats,11,20,0.483852929
2014,Air Force Falcons,12,18,0.383334629
2014,Akron Zips,21,13,0.561965851
2014,Alabama A&M Bulldogs,14,16,0.405045623
2014,Alabama Crimson Tide,13,19,0.523709227
2014,Alabama State Hornets,19,13,0.545531735
2014,Alabama-Birmingham Blazers,18,13,0.597867057
2014,Albany Great Danes,19,15,0.574924182
2014,Alcorn State Braves,12,19,0.358439477
2014,American Eagles,20,13,0.659527987
2014,Appalachian State Mountaineers,9,21,0.359385606
2014,Arizona State Sun Devils,21,12,0.697893634
2014,Arizona Wildcats,33,5,0.903956117
2014,Arkansas Razorbacks,22,12,0.766383634
2014,Arkansas State Red Wolves,19,13,0.640251781
2014,Arkansas-Little Rock Trojans,15,17,0.409690309
2014,Arkansas-Pine Bluff Golden Lions,13,18,0.241651624
2014,Army Black Knights,15,16,0.471639975
2014,Auburn Tigers,14,16,0.486889463
2014,Austin Peay State Governors,12,18,0.411746715
2014,Ball State Cardinals,5,25,0.229261518
2014,Baylor Bears,26,12,0.732412543
2014,Belmont Bruins,26,10,0.689205827
2014,Bethune Cookman Wildcats,7,25,0.258518807
2014,Binghamton Bearcats,7,23,0.175351799
2014,Boise State Broncos,21,13,0.733760489
2014,Boston College Eagles,8,24,0.330154147
2014,Boston University Terriers,24,11,0.649952852
2014,Bowling Green State Falcons,12,20,0.439730353
2014,Bradley Braves,12,20,0.406007078
2014,Brigham Young Cougars,23,12,0.693958055
2014,Brown Bears,15,14,0.641545572
2014,Bryant University Bulldogs,18,14,0.551563225
2014,Bucknell Bison,16,14,0.571799263
2014,Buffalo Bulls,19,10,0.711793722
2014,Butler Bulldogs,14,17,0.574085822
2014,Cal Poly-Slo Mustangs,14,20,0.473827155
2014,California Baptist Lancers,0,0,0
2014,California Golden Bears,21,14,0.615860315
2014,California State-Bakersfield Roadrunners,13,19,0.530220058
2014,California State-Fullerton Titans,11,20,0.357644701
2014,California State-Long Beach 49ers,15,17,0.478331198
2014,California State-Northridge Matadors,17,18,0.478189056
2014,California State-Sacramento Hornets,14,16,0.488884678
2014,California-Davis Aggies,9,22,0.259641187
2014,California-Irvine Anteaters,23,12,0.737849567
2014,California-Riverside Highlanders,10,21,0.387173575
2014,California-Santa Barbara Gauchos,21,9,0.708105293
2014,Campbell Fighting Camels,12,20,0.357884488
2014,Canisius Golden Griffins,21,13,0.588231663
2014,Central Arkansas Bears,8,21,0.292355175
2014,Central Connecticut State Blue Devils,11,19,0.28298077
2014,Central Florida Knights,13,18,0.468392046
2014,Central Michigan Chippewas,10,21,0.452666173
2014,Charleston Southern Buccaneers,13,18,0.77035619
2014,Chicago State Cougars,13,19,0.287189513
2014,Cincinnati Bearcats,27,7,0.834156174
2014,Citadel Bulldogs,7,26,0.25642463
2014,Clemson Tigers,23,13,0.702604071
2014,Cleveland State Vikings,21,12,0.731043226
2014,Coastal Carolina Chanticleers,21,13,0.637788646
2014,Colgate Red Raiders,13,18,0.58966247
2014,College of Charleston Cougars,14,18,0.512739685
2014,Colorado Buffaloes,23,12,0.57352882
2014,Colorado State Rams,16,16,0.628117054
2014,Columbia Lions,21,13,0.677930729
2014,Connecticut Huskies,32,8,0.787046136
2014,Coppin State Eagles,12,20,0.318375498
2014,Cornell Big Red,2,26,0.112838995
2014,Creighton Blue Jays,27,8,0.820643009
2014,Dartmouth College Big Green,12,16,0.555523134
2014,Davidson College Wildcats,20,13,0.683050496
2014,Dayton Flyers,26,11,0.683252985
