Date,Team,Ranking
12/12/2011,Clemson Tigers,0.6028504671558119
12/12/2011,Kansas State Wildcats,0.624424975033839
12/12/2011,Georgetown Hoyas,0.626737787574675
12/12/2011,California Golden Bears,0.6153897558859258
12/12/2011,Illinois Fighting Illini,0.5517581070620449
12/12/2011,Saint Marys College-California Gaels,0.6593931743781526
12/12/2011,New Mexico Lobos,0.6327553537828692
12/12/2011,George Mason Patriots,0.6262122467210318
12/12/2011,Utah State Aggies,0.546533776754526
12/12/2011,Wichita State Shockers,0.6159985237370008
12/12/2011,Virginia Tech Hokies,0.5559867918649161
12/12/2011,Virginia Commonwealth Rams,0.5072453299023025
12/12/2011,Old Dominion Monarchs,0.5033010173518307
12/12/2011,Belmont Bruins,0.6637548086136844
12/12/2011,Northwestern Wildcats,0.5820315298568801
12/12/2011,Miami-Florida Hurricanes,0.5808331401767951
12/12/2011,Minnesota Golden Gophers,0.554872669470388
12/12/2011,Saint Johns Red Storm,0.45454252151327235
12/12/2011,Oklahoma State Cowboys,0.5122391368360507
12/12/2011,Maryland Terrapins,0.5086830544179185
12/12/2011,Richmond Spiders,0.5522709109372385
12/12/2011,Alabama-Birmingham Blazers,0.48662270595664114
12/12/2011,Nebraska Cornhuskers,0.5455608327519998
12/12/2011,Washington State Cougars,0.6087446157259596
12/12/2011,Penn State Nittany Lions,0.3931663340924268
12/12/2011,Southern California Trojans,0.44689834113307675
12/12/2011,Mississippi Rebels,0.5538022230105525
12/12/2011,Iona Gaels,0.6492935666938768
12/12/2011,Georgia Bulldogs,0.5072780957929255
12/12/2011,Harvard Crimson,0.706718815059424
12/12/2011,Oakland Golden Grizzlies,0.5267454303887514
12/12/2011,Seton Hall Pirates,0.519122014053283
12/12/2011,Dayton Flyers,0.5067723541515885
12/12/2011,Cleveland State Vikings,0.6009147066012129
12/12/2011,Kent State Golden Flashes,0.5996683989897864
12/12/2011,Creighton Blue Jays,0.5681559975437213
12/12/2011,Colorado Buffaloes,0.49476549633501615
12/12/2011,Tulsa Golden Hurricane,0.5348350904124787
12/12/2011,Marshall Thundering Herd,0.5521441180783327
12/12/2011,Tennessee Volunteers,0.45032008308238136
12/12/2011,Virginia Cavaliers,0.5728901687076248
12/12/2011,North Carolina State Wolfpack,0.5402441853926552
12/12/2011,Northern Iowa Panthers,0.5719858676220368
12/12/2011,Oregon Ducks,0.4812392963547862
12/12/2011,Drexel Dragons,0.5781944756081477
12/12/2011,Missouri State Bears,0.5030327216930196
12/12/2011,Southern Mississippi Golden Eagles,0.5237929739793289
12/12/2011,College of Charleston Cougars,0.5032836934012577
12/12/2011,Fairfield Stags,0.586316017036789
12/12/2011,Texas-El Paso Miners,0.42219645813927603
12/12/2011,Stanford Cardinal,0.6400520745948067
12/12/2011,Princeton Tigers,0.5357492894401946
12/12/2011,Duquesne Dukes,0.5472188691672637
12/12/2011,Central Florida Knights,0.5168757525383381
12/12/2011,Mississippi State Bulldogs,0.4975107170162448
12/12/2011,Akron Zips,0.5112725565405845
12/12/2011,Indiana State Sycamores,0.5391397156288529
12/12/2011,Boston College Eagles,0.3342258972637635
12/12/2011,Rutgers Scarlet Knights,0.4314302450698831
12/12/2011,Indiana Hoosiers,0.6734780256490193
12/12/2011,Colorado State Rams,0.46428349159250526
12/12/2011,Georgia Tech Yellow Jackets,0.5177363889638031
12/12/2011,Oklahoma Sooners,0.534240906416507
12/12/2011,California State-Long Beach 49ers,0.48869085458539974
12/12/2011,Arkansas Razorbacks,0.46362582595980617
12/12/2011,Iowa State Cyclones,0.4838734472943368
12/12/2011,Iowa Hawkeyes,0.5083683774511314
12/12/2011,Arizona State Sun Devils,0.4246479661706928
12/12/2011,Providence Friars,0.47057787704135173
12/12/2011,Saint Louis Billikens,0.6165761526775918
12/12/2011,Wisconsin-Milwaukee Panthers,0.4712483499636251
12/12/2011,Oral Roberts Golden Eagles,0.5178661677413613
12/12/2011,James Madison Dukes,0.49035985350248545
12/12/2011,South Carolina Gamecocks,0.43224675049113004
12/12/2011,Rhode Island Rams,0.34530893262260864
12/12/2011,Detroit-Mercy Titans,0.5239602139110383
12/12/2011,Santa Clara Broncos,0.44548808840184
12/12/2011,South Florida Bulls,0.41941757294389015
12/12/2011,Murray State Racers,0.5244201758488264
12/12/2011,East Tennessee State Buccaneers,0.4988684294291701
12/12/2011,Rider Broncs,0.4112516708501586
12/12/2011,Valparaiso Crusaders,0.48576519273198476
12/12/2011,Bucknell Bison,0.5609861445163806
12/12/2011,Saint Bonaventure Bonnies,0.4945334490463014
12/12/2011,Portland Pilots,0.38547047480723284
12/12/2011,Davidson College Wildcats,0.5323778176133168
12/12/2011,Wofford Terriers,0.41433871377312936
12/12/2011,Nevada Wolf Pack,0.5006379751001717
12/12/2011,Buffalo Bulls,0.5596648680818191
12/12/2011,Wright State Raiders,0.3758411457538826
12/12/2011,Montana Grizzlies,0.5521653455579852
12/12/2011,George Washington Colonials,0.4554383288039736
12/12/2011,Ohio Bobcats,0.47941612059281696
12/12/2011,Hofstra Pride,0.40501086377959133
12/12/2011,Vermont Catamounts,0.5015262819260425
12/12/2011,New Mexico State Aggies,0.5221790795470536
12/12/2011,Boise State Broncos,0.4797339338371694
12/12/2011,Morehead State Eagles,0.4250492877010263
12/12/2011,San Francisco Dons,0.49695457541590105
12/12/2011,Indiana-Purdue Jaguars,0.4181117416659304
12/12/2011,Texas Tech Red Raiders,0.32525987593439565
12/12/2011,Utah Utes,0.24427875049586856
12/12/2011,Coastal Carolina Chanticleers,0.5820146301009984
12/12/2011,Western Michigan Broncos,0.46139942425006725
12/12/2011,Air Force Falcons,0.434721706450268
12/12/2011,Austin Peay State Governors,0.5011910986709898
12/12/2011,Miami-Ohio Redhawks,0.33227388511107375
12/12/2011,Wisconsin-Green Bay Phoenix,0.33566516334488156
12/12/2011,Jacksonville Dolphins,0.43453450931839155
12/12/2011,Saint Josephs-Pennsylvania Hawks,0.4277936985032359
12/12/2011,Robert Morris Colonials,0.4874272801764903
12/12/2011,Evansville Aces,0.40811730733287627
12/12/2011,Boston University Terriers,0.47468005913767825
12/12/2011,Northeastern Huskies,0.39382797378832196
12/12/2011,Saint Peters Peacocks,0.3354805828642022
12/12/2011,Northern Colorado Bears,0.4218975445666516
12/12/2011,East Carolina Pirates,0.41650648931970846
12/12/2011,South Dakota State Jackrabbits,0.5517655569314841
12/12/2011,Idaho Vandals,0.4197571807105373
12/12/2011,Weber State Wildcats,0.4733049279800321
12/12/2011,North Carolina-Asheville Bulldogs,0.5047892849390994
12/12/2011,Hawaii Rainbow Warriors,0.43130177413360193
12/12/2011,Oregon State Beavers,0.4535880144527478
12/12/2011,Cornell Big Red,0.38734860337253296
12/12/2011,Drake Bulldogs,0.4036378329983621
12/12/2011,Florida Atlantic Owls,0.479624255215368
12/12/2011,Auburn Tigers,0.4265235396473912
12/12/2011,North Carolina-Charlotte 49ers,0.43781379811530186
12/12/2011,Southern Methodist Mustangs,0.38541644991354507
12/12/2011,Ball State Cardinals,0.5278485226212398
12/12/2011,Louisiana State Tigers,0.41280283458572437
12/12/2011,Bradley Braves,0.3583291625033571
12/12/2011,Loyola-Maryland Greyhounds,0.4826694437950636
12/12/2011,Loyola-Chicago Ramblers,0.3493444147506777
12/12/2011,Rice University Owls,0.42713760794488803
12/12/2011,La Salle Explorers,0.43046282977695854
12/12/2011,Massachusetts Minutemen,0.42597571305950915
12/12/2011,Siena College Saints,0.3132028627017854
12/12/2011,San Jose State Spartans,0.365165068288478
12/12/2011,Texas Christian Horned Frogs,0.3621966115388948
12/12/2011,Quinnipiac Bobcats,0.41560698542001207
12/12/2011,Illinois State Redbirds,0.37298309547109976
12/12/2011,Delaware Blue Hens,0.3656337829495685
12/12/2011,Wake Forest Demon Deacons,0.32812506004356884
12/12/2011,Lipscomb Bison,0.3566618916566298
12/12/2011,DePaul Blue Demons,0.3397540964224484
12/12/2011,Southern Illinois Salukis,0.3104301539139603
12/12/2011,Lehigh Mountain Hawks,0.5113263352618652
12/12/2011,Tennessee Tech Golden Eagles,0.47789192534506925
12/12/2011,Western Carolina Catamounts,0.40283143112348274
12/12/2011,Central Connecticut State Blue Devils,0.4482673502657062
12/12/2011,Appalachian State Mountaineers,0.36245478168627837
12/12/2011,North Texas Mean Green Eagles,0.30114727351582754
12/12/2011,Yale Bulldogs,0.49477910636686934
12/12/2011,Northern Arizona Lumberjacks,0.33020998970421406
12/12/2011,Arkansas State Red Wolves,0.36229167659455147
12/12/2011,William & Mary Tribe,0.33781627824443394
12/12/2011,Furman  Paladins,0.35163879545521726
12/12/2011,Fresno State Bulldogs,0.35430277017845646
12/12/2011,IUPU-Fort Wayne Mastadons,0.4141031379371862
12/12/2011,North Dakota State Bison,0.4868599341997519
12/12/2011,American Eagles,0.3843404342922752
12/12/2011,Pacific Tigers,0.23698558011935475
12/12/2011,Houston Cougars,0.3498158963422356
12/12/2011,Hampton University Pirates,0.3923187485356402
12/12/2011,Texas-San Antonio Roadrunners,0.4196406603114532
12/12/2011,Sam Houston State Bearkats,0.24763166384995638
12/12/2011,Stony Brook Seawolves,0.4522166343175551
12/12/2011,Pennsylvania Quakers,0.37699021124817195
12/12/2011,Bowling Green State Falcons,0.4049724626969201
12/12/2011,Stephen F. Austin State Lumberjacks,0.4128163657175367
12/12/2011,Denver Pioneers,0.4444577909801739
12/12/2011,North Carolina-Wilmington Seahawks,0.35430906256711164
12/12/2011,Morgan State Bears,0.39027367750329506
12/12/2011,North Florida Ospreys,0.31196231478752073
12/12/2011,Liberty University Flames,0.3430355931977199
12/12/2011,Canisius Golden Griffins,0.2673955579585925
12/12/2011,Georgia State Panthers,0.4428434598076772
12/12/2011,Tulane Green Wave,0.42636180764049003
12/12/2011,Virginia Military Keydets,0.4188967858916359
12/12/2011,Louisiana-Lafayette Ragin Cajuns,0.34548153939844434
12/12/2011,Loyola-Marymount Lions,0.3670908116641232
12/12/2011,Arkansas-Little Rock Trojans,0.30876774471814444
12/12/2011,Columbia Lions,0.36619594597452276
12/12/2011,Winthrop Eagles,0.3269580740000829
12/12/2011,Mercer Bears,0.3591695116728308
12/12/2011,Tennessee-Chattanooga Moccasins,0.31726140332611547
12/12/2011,McNeese State Cowboys,0.2877539480549346
12/12/2011,Tennessee State Tigers,0.38522514197625357
12/12/2011,Wyoming Cowboys,0.3389654788990277
12/12/2011,Lafayette College Leopards,0.3483504794650974
12/12/2011,Albany Great Danes,0.3709220509589008
12/12/2011,Louisiana Tech Bulldogs,0.2908370277489444
12/12/2011,Holy Cross Crusaders,0.3291569772398646
12/12/2011,Wagner Seahawks,0.42604987111451076
12/12/2011,Pepperdine Waves,0.2764343628637686
12/12/2011,Mount Saint Marys Mountaineers,0.2656910080758739
12/12/2011,Maine Black Bears,0.3463716538318546
12/12/2011,California State-Northridge Matadors,0.2687404228140821
12/12/2011,Texas-Arlington Mavericks,0.41177949591098567
12/12/2011,Saint Francis-New York Terriers,0.35688368121197583
12/12/2011,Youngstown State Penguins,0.32453655187018726
12/12/2011,California State-Fullerton Titans,0.33723579091616873
12/12/2011,Elon Phoenix,0.36122269275507973
12/12/2011,California-Riverside Highlanders,0.33689205615526474
12/12/2011,Charleston Southern Buccaneers,0.3546993049075192
12/12/2011,Eastern Kentucky Colonels,0.34296511721375217
12/12/2011,Brown Bears,0.24457403533714805
12/12/2011,Portland State Vikings,0.27114890335311953
12/12/2011,Southeastern Louisiana Lions,0.30792636779638644
12/12/2011,California-Irvine Anteaters,0.2733982991397586
12/12/2011,Texas State Bobcats,0.28613317978403063
12/12/2011,Campbell Fighting Camels,0.35575650595767255
12/12/2011,Niagara Purple Eagles,0.2485649210306742
12/12/2011,Lamar Cardinals,0.4406923827844601
12/12/2011,California-Davis Aggies,0.26724570919665463
12/12/2011,Seattle University Red Hawks,0.275801840915256
12/12/2011,Eastern Washington Eagles,0.3600045367321491
12/12/2011,Sacred Heart Pioneers,0.3658535464328866
12/12/2011,Illinois-Chicago Flames,0.1795182629963647
12/12/2011,Presbyterian Blue Hose,0.2949701038638525
12/12/2011,Central Michigan Chippewas,0.2645181851370648
12/12/2011,Coppin State Eagles,0.31443238100253074
12/12/2011,Montana State Bobcats,0.257981005733402
12/12/2011,San Diego Toreros,0.2367675166478846
12/12/2011,Nicholls State Colonels,0.24736080009030398
12/12/2011,Bethune Cookman Wildcats,0.32782904656961775
12/12/2011,Missouri-Kansas City Kangaroos,0.2576906289403633
12/12/2011,Northwestern State Demons,0.28791449474898967
12/12/2011,North Carolina-Greensboro Spartans,0.2671243761558889
12/12/2011,Troy Trojans,0.1840984126690099
12/12/2011,South Alabama Jaguars,0.23352494970543933
12/12/2011,Manhattan Jaspers,0.28035159284421385
12/12/2011,Fordham Rams,0.2487626073972502
12/12/2011,Southern Utah Thunderbirds,0.2588778234491359
12/12/2011,Navy Midshipmen,0.24567802830241772
12/12/2011,New Hampshire Wildcats,0.28927912576152015
12/12/2011,Gardner Webb Runnin Bulldogs,0.22391524608961869
12/12/2011,Texas Southern Tigers,0.19942070494976927
12/12/2011,South Dakota Coyotes,0.36611611120431903
12/12/2011,Savannah State Tigers,0.3439825332690223
12/12/2011,High Point Panthers,0.25391017935416094
12/12/2011,Eastern Michigan Eagles,0.2163040898923702
12/12/2011,Florida International Panthers,0.24121098226316492
12/12/2011,Army Black Knights,0.27781529186008547
12/12/2011,Towson Tigers,0.008809361138777165
12/12/2011,Citadel Bulldogs,0.14800077570891268
12/12/2011,Alabama State Hornets,0.22375770568759695
12/12/2011,Saint Francis-Pennsylvania Red Flash,0.24826910426622795
12/12/2011,Monmouth-New Jersey Hawks,0.11814081224435757
12/12/2011,Norfolk State Spartans,0.2520780668412633
12/12/2011,Samford Bulldogs,0.20259219442756612
12/12/2011,North Carolina A&T Aggies,0.2930714136484483
12/12/2011,Jackson State Tigers,0.11183979858741312
12/12/2011,Tennessee-Martin Skyhawks,0.13796294880099313
12/12/2011,Florida Gulf Coast Eagles,0.19187006897899914
12/12/2011,Eastern Illinois Panthers,0.2729743991869469
12/12/2011,Southeast Missouri State Redhawks,0.2549752761003755
12/12/2011,Kennesaw State Owls,0.14880694811901107
12/12/2011,Northern Illinois Huskies,0.1381535918290574
12/12/2011,Texas A&M-Corpus Christi Islanders,0.09102152803853412
12/12/2011,Hartford Hawks,0.12309631106984063
12/12/2011,Colgate Red Raiders,0.23989517029376087
12/12/2011,Idaho State Bengals,0.15956432368078552
12/12/2011,Marist Red Foxes,0.18393165461236738
12/12/2011,North Dakota Fighting Hawks,0.3548468613990119
12/12/2011,North Carolina Central Eagles,0.29624851773036076
12/12/2011,Binghamton Bearcats,0.10975510895694641
12/12/2011,Mississippi Valley State Delta Devils,0.1367994214290582
12/12/2011,Bryant University Bulldogs,0.1769762077536443
12/12/2011,Stetson Hatters,0.1443580073209931
12/12/2011,Delaware State Hornets,0.23978501150512135
12/12/2011,Longwood Lancers,0.24072543632849464
12/12/2011,Jacksonville State Gamecocks,0.15323184515326452
12/12/2011,South Carolina-Upstate Spartans,0.16550725770255897
12/12/2011,California State-Bakersfield Roadrunners,0.16713016386967297
12/12/2011,Radford Highlanders,0.14472374179542058
12/12/2011,Georgia Southern Eagles,0.2526306197467766
12/12/2011,New Jersey Tech Highlanders,0.28659894415153314
12/12/2011,Dartmouth College Big Green,0.20098493532746042
12/12/2011,California State-Sacramento Hornets,0.19329218286600464
12/12/2011,Louisiana-Monroe Warhawks,0.18846846476019952
12/12/2011,South Carolina State Bulldogs,0.17179069498458988
12/12/2011,Western Illinois Leathernecks,0.1376256782538475
12/12/2011,Alabama A&M Bulldogs,0.21861274987833368
12/12/2011,Florida A&M Rattlers,0.2003897538404119
12/12/2011,Arkansas-Pine Bluff Golden Lions,0.11323668978748436
12/12/2011,Fairleigh Dickinson-Metropolitan Knights,0.04156305688744007
12/12/2011,Toledo Rockets,0.13767541605543623
12/12/2011,Howard Bison,0.17450866729046738
12/12/2011,Maryland-Eastern Shore Hawks,0.07034812072444657
12/12/2011,Grambling State Tigers,-0.004662893250375558
12/12/2011,Prairie View A&M Panthers,0.07695369835143817
12/12/2011,Central Arkansas Bears,0.17430692938963455
12/12/2011,Houston Baptist Huskies,0.0833098624678841
12/12/2011,Alcorn State Braves,0.043490662758888646
12/12/2011,Chicago State Cougars,-0.11019420378811859
12/12/2011,Southern University A&M Jaguars,0.06789097234488209
12/19/2011,Ohio State Buckeyes,0.9219426602487185
12/19/2011,Kentucky Wildcats,0.9614449905743089
12/19/2011,Duke Blue Devils,0.8476479364224109
12/19/2011,North Carolina Tar Heels,1.0970201786093727
12/19/2011,Connecticut Huskies,0.7173190344506721
12/19/2011,Syracuse Orange,0.8860645866203231
12/19/2011,Pittsburgh Panthers,0.7550998186563853
12/19/2011,Kansas Jayhawks,0.6937246167054426
12/19/2011,Louisville Cardinals,0.84821305372859
12/19/2011,Florida Gators,0.7735167078344662
12/19/2011,Wisconsin Badgers,0.7242419718423895
12/19/2011,Vanderbilt Commodores,0.74777557902475
12/19/2011,Purdue Boilermakers,0.6728195789637654
12/19/2011,Xavier Musketeers,0.5788755586602063
12/19/2011,Arizona Wildcats,0.6707997953995132
12/19/2011,Brigham Young Cougars,0.6547525979633596
12/19/2011,Texas Longhorns,0.6623519900931191
12/19/2011,Marquette Golden Eagles,0.6623781015495996
12/19/2011,Notre Dame Fighting Irish,0.6065553975312928
12/19/2011,Cincinnati Bearcats,0.6096720998614084
12/19/2011,Michigan Wolverines,0.6679778949000853
12/19/2011,Texas A&M Aggies,0.6266937047718873
12/19/2011,West Virginia Mountaineers,0.5819244051154046
12/19/2011,Gonzaga Bulldogs,0.6739417779102956
12/19/2011,Missouri Tigers,0.7189331279509864
12/19/2011,Washington Huskies,0.5859822086543331
12/19/2011,Temple Owls,0.6561545988813283
12/19/2011,San Diego State Aztecs,0.5701145426794045
12/19/2011,Florida State Seminoles,0.6545966718248561
12/19/2011,Butler Bulldogs,0.563484599284193
12/19/2011,Memphis Tigers,0.7224720148889476
12/19/2011,UCLA Bruins,0.6408844358370458
12/19/2011,Michigan State Spartans,0.6279909347576978
12/19/2011,UNLV Rebels,0.6586971457892113
12/19/2011,Villanova Wildcats,0.5908669218371632
12/19/2011,Alabama Crimson Tide,0.6465940780572728
12/19/2011,Baylor Bears,0.6918801494200938
12/19/2011,Clemson Tigers,0.6046428883098081
12/19/2011,Kansas State Wildcats,0.6295118257116162
12/19/2011,Georgetown Hoyas,0.632283847125821
12/19/2011,California Golden Bears,0.6201928472580432
12/19/2011,Illinois Fighting Illini,0.5439260760181732
12/19/2011,Saint Marys College-California Gaels,0.6693707909307506
12/19/2011,New Mexico Lobos,0.6350437389015657
12/19/2011,George Mason Patriots,0.6262122467210318
12/19/2011,Utah State Aggies,0.5509423081981424
12/19/2011,Wichita State Shockers,0.6226591873676857
12/19/2011,Virginia Tech Hokies,0.5619816104320031
12/19/2011,Virginia Commonwealth Rams,0.5133042638872607
12/19/2011,Old Dominion Monarchs,0.5009955858101344
12/19/2011,Belmont Bruins,0.669420860483738
12/19/2011,Northwestern Wildcats,0.5829593068155952
12/19/2011,Miami-Florida Hurricanes,0.5846103400884272
12/19/2011,Minnesota Golden Gophers,0.5563396935728883
12/19/2011,Saint Johns Red Storm,0.4509124734456618
12/19/2011,Oklahoma State Cowboys,0.5045275219547473
12/19/2011,Maryland Terrapins,0.5026649327944366
12/19/2011,Richmond Spiders,0.5427578279362322
12/19/2011,Alabama-Birmingham Blazers,0.48662270595664114
12/19/2011,Nebraska Cornhuskers,0.5392642539271548
12/19/2011,Washington State Cougars,0.6087446157259596
12/19/2011,Penn State Nittany Lions,0.4027981392570544
12/19/2011,Southern California Trojans,0.44425688561292337
12/19/2011,Mississippi Rebels,0.5537902157324825
12/19/2011,Iona Gaels,0.6638013403556775
12/19/2011,Georgia Bulldogs,0.5126366402727721
12/19/2011,Harvard Crimson,0.706718815059424
12/19/2011,Oakland Golden Grizzlies,0.5306674857360287
12/19/2011,Seton Hall Pirates,0.5150230827497227
12/19/2011,Dayton Flyers,0.509297223284099
12/19/2011,Cleveland State Vikings,0.6009147066012129
12/19/2011,Kent State Golden Flashes,0.5996683989897864
12/19/2011,Creighton Blue Jays,0.5727469595045149
12/19/2011,Colorado Buffaloes,0.49476549633501615
12/19/2011,Tulsa Golden Hurricane,0.532566339536195
12/19/2011,Marshall Thundering Herd,0.5534338544570389
12/19/2011,Tennessee Volunteers,0.44812840185020664
12/19/2011,Virginia Cavaliers,0.5834523133355637
12/19/2011,North Carolina State Wolfpack,0.5376338763732151
12/19/2011,Northern Iowa Panthers,0.5719858676220368
12/19/2011,Oregon Ducks,0.47257440714018756
12/19/2011,Drexel Dragons,0.5896641710412831
12/19/2011,Missouri State Bears,0.5045626417876045
12/19/2011,Southern Mississippi Golden Eagles,0.5244681820825314
12/19/2011,College of Charleston Cougars,0.49874886342797387
12/19/2011,Fairfield Stags,0.586316017036789
12/19/2011,Texas-El Paso Miners,0.41864147865201146
12/19/2011,Stanford Cardinal,0.6389781720410009
12/19/2011,Princeton Tigers,0.5507437154606376
12/19/2011,Duquesne Dukes,0.5441498066779006
12/19/2011,Central Florida Knights,0.5175347233716191
12/19/2011,Mississippi State Bulldogs,0.5025131579455921
12/19/2011,Akron Zips,0.5138218864778858
12/19/2011,Indiana State Sycamores,0.5392222660877708
12/19/2011,Boston College Eagles,0.3386877792497858
12/19/2011,Rutgers Scarlet Knights,0.4348489265893814
12/19/2011,Indiana Hoosiers,0.6776264274752796
12/19/2011,Colorado State Rams,0.46428349159250526
12/19/2011,Georgia Tech Yellow Jackets,0.5177363889638031
12/19/2011,Oklahoma Sooners,0.5408904691431781
12/19/2011,California State-Long Beach 49ers,0.48869085458539974
12/19/2011,Arkansas Razorbacks,0.4616225881511292
12/19/2011,Iowa State Cyclones,0.4804379538957982
12/19/2011,Iowa Hawkeyes,0.5110119402009441
12/19/2011,Arizona State Sun Devils,0.420023111700197
12/19/2011,Providence Friars,0.47057787704135173
12/19/2011,Saint Louis Billikens,0.6207377376203169
12/19/2011,Wisconsin-Milwaukee Panthers,0.4715663847755989
12/19/2011,Oral Roberts Golden Eagles,0.5247169068716647
12/19/2011,James Madison Dukes,0.49035985350248545
12/19/2011,South Carolina Gamecocks,0.43595122077978626
12/19/2011,Rhode Island Rams,0.3451720115318545
12/19/2011,Detroit-Mercy Titans,0.5188651002309055
12/19/2011,Santa Clara Broncos,0.4397967819654841
12/19/2011,South Florida Bulls,0.4152576886930614
12/19/2011,Murray State Racers,0.5314977232212807
12/19/2011,East Tennessee State Buccaneers,0.4988684294291701
12/19/2011,Rider Broncs,0.41155286726843443
12/19/2011,Valparaiso Crusaders,0.483687248079262
12/19/2011,Bucknell Bison,0.56579005176085
12/19/2011,Saint Bonaventure Bonnies,0.49726650892814855
12/19/2011,Portland Pilots,0.3797211093991248
12/19/2011,Davidson College Wildcats,0.5323778176133168
12/19/2011,Wofford Terriers,0.41579311917289774
12/19/2011,Nevada Wolf Pack,0.5069536919239113
12/19/2011,Buffalo Bulls,0.5596648680818191
12/19/2011,Wright State Raiders,0.35497603234093195
12/19/2011,Montana Grizzlies,0.5654159801498772
12/19/2011,George Washington Colonials,0.45075337256220976
12/19/2011,Ohio Bobcats,0.497746557526693
12/19/2011,Hofstra Pride,0.40636760929608184
12/19/2011,Vermont Catamounts,0.5023510458333188
12/19/2011,New Mexico State Aggies,0.5221790795470536
12/19/2011,Boise State Broncos,0.4740276470514518
12/19/2011,Morehead State Eagles,0.4250492877010263
12/19/2011,San Francisco Dons,0.49695457541590105
12/19/2011,Indiana-Purdue Jaguars,0.4181117416659304
12/19/2011,Texas Tech Red Raiders,0.3298366136277383
12/19/2011,Utah Utes,0.2463726758925292
12/19/2011,Coastal Carolina Chanticleers,0.5820146301009984
12/19/2011,Western Michigan Broncos,0.4683303617607042
12/19/2011,Air Force Falcons,0.426523300771437
12/19/2011,Austin Peay State Governors,0.5011910986709898
12/19/2011,Miami-Ohio Redhawks,0.3402322058898825
12/19/2011,Wisconsin-Green Bay Phoenix,0.33566516334488156
12/19/2011,Jacksonville Dolphins,0.422568444923498
12/19/2011,Saint Josephs-Pennsylvania Hawks,0.4373378598081781
12/19/2011,Robert Morris Colonials,0.48623350100898427
12/19/2011,Evansville Aces,0.4066872362381506
12/19/2011,Boston University Terriers,0.461690840947011
12/19/2011,Northeastern Huskies,0.39052120339048907
12/19/2011,Saint Peters Peacocks,0.3354805828642022
12/19/2011,Northern Colorado Bears,0.40356544419574736
12/19/2011,East Carolina Pirates,0.4263675868658944
12/19/2011,South Dakota State Jackrabbits,0.5591439261346587
12/19/2011,Idaho Vandals,0.4260730728316179
12/19/2011,Weber State Wildcats,0.4621080193521495
12/19/2011,North Carolina-Asheville Bulldogs,0.5047892849390994
12/19/2011,Hawaii Rainbow Warriors,0.43219159102268595
12/19/2011,Oregon State Beavers,0.4790372797340863
12/19/2011,Cornell Big Red,0.38647900594322626
12/19/2011,Drake Bulldogs,0.3962813957481748
12/19/2011,Florida Atlantic Owls,0.4784990097364804
12/19/2011,Auburn Tigers,0.43228602783721537
12/19/2011,North Carolina-Charlotte 49ers,0.43781379811530186
12/19/2011,Southern Methodist Mustangs,0.3767609752587071
12/19/2011,Ball State Cardinals,0.5278485226212398
12/19/2011,Louisiana State Tigers,0.4111662325381901
12/19/2011,Bradley Braves,0.3531972367167355
12/19/2011,Loyola-Maryland Greyhounds,0.47940250367691073
12/19/2011,Loyola-Chicago Ramblers,0.34450479583355476
12/19/2011,Rice University Owls,0.4224425903787784
12/19/2011,La Salle Explorers,0.43046282977695854
12/19/2011,Massachusetts Minutemen,0.4262424166876205
12/19/2011,Siena College Saints,0.3022529569574333
12/19/2011,San Jose State Spartans,0.365165068288478
12/19/2011,Texas Christian Horned Frogs,0.3621966115388948
12/19/2011,Quinnipiac Bobcats,0.4148736890481234
12/19/2011,Illinois State Redbirds,0.3842627323269284
12/19/2011,Delaware Blue Hens,0.3656337829495685
12/19/2011,Wake Forest Demon Deacons,0.327780339229605
12/19/2011,Lipscomb Bison,0.3428873302623054
12/19/2011,DePaul Blue Demons,0.36019346612651304
12/19/2011,Southern Illinois Salukis,0.3228063765608706
12/19/2011,Lehigh Mountain Hawks,0.5113263352618652
12/19/2011,Tennessee Tech Golden Eagles,0.4824618542503436
12/19/2011,Western Carolina Catamounts,0.40283143112348274
12/19/2011,Central Connecticut State Blue Devils,0.44425765622490476
12/19/2011,Appalachian State Mountaineers,0.34017322523536314
12/19/2011,North Texas Mean Green Eagles,0.3018878553299382
12/19/2011,Yale Bulldogs,0.5016421852761151
12/19/2011,Northern Arizona Lumberjacks,0.3305851352337183
12/19/2011,Arkansas State Red Wolves,0.35669776405854614
12/19/2011,William & Mary Tribe,0.31252615772948794
12/19/2011,Furman  Paladins,0.35163879545521726
12/19/2011,Fresno State Bulldogs,0.35430277017845646
12/19/2011,IUPU-Fort Wayne Mastadons,0.4141031379371862
12/19/2011,North Dakota State Bison,0.4868599341997519
12/19/2011,American Eagles,0.3678864938434212
12/19/2011,Pacific Tigers,0.23329427368299882
12/19/2011,Houston Cougars,0.3514654590689067
12/19/2011,Hampton University Pirates,0.3909276195307434
12/19/2011,Texas-San Antonio Roadrunners,0.4196406603114532
12/19/2011,Sam Houston State Bearkats,0.24763166384995638
12/19/2011,Stony Brook Seawolves,0.44818432807562775
12/19/2011,Pennsylvania Quakers,0.37699021124817195
12/19/2011,Bowling Green State Falcons,0.39495413469552115
12/19/2011,Stephen F. Austin State Lumberjacks,0.4128163657175367
12/19/2011,Denver Pioneers,0.45725910973876055
12/19/2011,North Carolina-Wilmington Seahawks,0.34136799655206984
12/19/2011,Morgan State Bears,0.39027367750329506
12/19/2011,North Florida Ospreys,0.30488468722817363
