Year,Team,Player,Stats,Played,ID
2015,Columbia Lions,Kyle Castlin,28,28,kyle-castlin-1
2015,Columbia Lions,Steve Frankoski,4,26,steve-frankoski-1
2015,Columbia Lions,Cory Osetkowski,24,27,cory-osetkowski-1
2015,Columbia Lions,Jeff Coby,10,27,jeff-coby-1
2015,Columbia Lions,Isaac Cohen,24,28,isaac-cohen-1
2015,Columbia Lions,Chris McComber,17,28,chris-mccomber-1
2015,Columbia Lions,Luke Petrasek,5,19,luke-petrasek-1
2015,Columbia Lions,Kendall Jackson,0,22,kendall-jackson-1
2015,Columbia Lions,Noah Springwater,0,23,noah-springwater-1
2015,Columbia Lions,Nate Hickman,0,19,nate-hickman-1
2015,Columbia Lions,Conor Voss,0,19,conor-voss-1
2015,Columbia Lions,Paddy Quinn,0,8,paddy-quinn-1
2015,Connecticut Huskies,Ryan Boatright,34,34,ryan-boatright-1
2015,Connecticut Huskies,Rodney Purvis,24,33,rodney-purvis-1
2015,Connecticut Huskies,Daniel Hamilton,35,35,daniel-hamilton-1
2015,Connecticut Huskies,Amida Brimah,35,35,amida-brimah-1
2015,Connecticut Huskies,Omar Calhoun,5,28,omar-calhoun-1
2015,Connecticut Huskies,Kentan Facey,22,31,kentan-facey-1
2015,Connecticut Huskies,Terrence Samuel,8,35,terrence-samuel-1
2015,Connecticut Huskies,Sam Cassell,2,18,sam-cassell-2
2015,Connecticut Huskies,Phillip Nolan,10,34,phillip-nolan-1
2015,Connecticut Huskies,Rakim Lubin,0,24,rakem-lubin-1
2015,Connecticut Huskies,Dan Guest,0,9,dan-guest-1
2015,Connecticut Huskies,Terrance Ditimi,0,6,terrance-ditimi-1
2015,Connecticut Huskies,Nnamdi Amilo,0,2,nnamdi-amilo-1
2015,Coppin State Eagles,Sterling Smith,27,31,sterling-smith-1
2015,Coppin State Eagles,Taariq Cephas,31,31,taariq-cephas-1
2015,Coppin State Eagles,Arnold Fripp,31,31,arnold-fripp-1
2015,Coppin State Eagles,Christian Kessee,26,31,christian-kessee-1
2015,Coppin State Eagles,Dallas Gary,3,29,dallas-gary-1
2015,Coppin State Eagles,Daquan Brickhouse,5,18,daquan-brickhouse-1
2015,Coppin State Eagles,Jahvari Josiah,2,31,jahvari-josiah-1
2015,Coppin State Eagles,Shomari Triggs,0,26,shomari-triggs-1
2015,Coppin State Eagles,Jerimyjah Batts,18,31,jerimyjah-batts-1
2015,Coppin State Eagles,Lawrence Fejokwu,10,29,lawrence-fejokwu-1
2015,Coppin State Eagles,Van Rolle,0,11,van-rolle-1
2015,Coppin State Eagles,Blake Simpson,0,25,blake-simpson-1
2015,Coppin State Eagles,Brandon St. Louis,2,13,brandon-st-louis-1
2015,Cornell Big Red,Shonn Miller,30,30,shonn-miller-1
2015,Cornell Big Red,Robert Hatter,27,28,robert-hatter-1
2015,Cornell Big Red,Devin Cherry,30,30,devin-cherry-1
2015,Cornell Big Red,Galal Cancer,30,30,galal-cancer-1
2015,Cornell Big Red,JoJo Fallas,0,30,jojo-fallas-1
2015,Cornell Big Red,Darryl Smith,2,30,darryl-smith-1
2015,Cornell Big Red,David Onuorah,29,30,david-onuorah-1
2015,Cornell Big Red,Wil Bathurst,0,22,wil-bathurst-1
2015,Cornell Big Red,Dave LaMore,0,17,dave-lamore-1
2015,Cornell Big Red,Jordan Abdur-Ra'oof,0,27,jordan-abdur-raoof-1
2015,Cornell Big Red,Nenad Tomic,0,23,nenad-tomic-1
2015,Cornell Big Red,Pat Smith,1,12,pat-smith-1
2015,Cornell Big Red,Robert Mischler,0,11,robert-mischler-1
2015,Creighton Blue Jays,Austin Chatman,33,33,austin-chatman-1
2015,Creighton Blue Jays,James Milliken,12,31,james-milliken-1
2015,Creighton Blue Jays,Devin Brooks,16,33,devin-brooks-1
2015,Creighton Blue Jays,Rick Kreklow,19,32,ricky-kreklow-1
2015,Creighton Blue Jays,Toby Hegner,28,33,toby-hegner-1
2015,Creighton Blue Jays,Will Artino,16,33,will-artino-1
2015,Creighton Blue Jays,Isaiah Zierden,7,20,isaiah-zierden-1
2015,Creighton Blue Jays,Geoffrey Groselle,9,31,geoff-groselle-1
2015,Creighton Blue Jays,Avery Dingman,17,28,avery-dingman-1
2015,Creighton Blue Jays,Zach Hanson,8,30,zach-hanson-1
2015,Creighton Blue Jays,Tyler Clement,0,26,tyler-clement-1
2015,Creighton Blue Jays,Leon Gilmore,0,8,leon-gilmore-1
2015,Creighton Blue Jays,Mogboluwaga Oginni,0,11,mogboluwaga-oginni-1
2015,Dartmouth College Big Green,Alex Mitola,29,29,alex-mitola-1
2015,Dartmouth College Big Green,Gabas Maldunas,28,29,gabas-maldunas-1
2015,Dartmouth College Big Green,Connor Boehm,27,28,connor-boehm-1
2015,Dartmouth College Big Green,Miles Wright,24,29,miles-wright-1
2015,Dartmouth College Big Green,Malik Gill,0,29,malik-gill-1
2015,Dartmouth College Big Green,Tommy Carpenter,3,29,tommy-carpenter-1
2015,Dartmouth College Big Green,John Golden,21,22,john-golden-1
2015,Dartmouth College Big Green,Kevin Crescenzi,7,29,kevin-crescenzi-1
2015,Dartmouth College Big Green,Taylor Johnson,3,23,taylor-johnson-2
2015,Dartmouth College Big Green,Cole Harrison,1,27,cole-harrison-1
2015,Dartmouth College Big Green,Wesley Dickinson,2,27,wesley-dickinson-1
2015,Dartmouth College Big Green,Brandon McDonnell,0,7,brandon-mcdonnell-1
2015,Dartmouth College Big Green,Cameron Smith,0,16,cameron-smith-1
2015,Davidson College Wildcats,Tyler Kalinoski,30,32,tyler-kalinoski-1
2015,Davidson College Wildcats,Brian Sullivan,30,32,brian-sullivan-1
2015,Davidson College Wildcats,Jack Gibbs,22,25,jack-gibbs-1
2015,Davidson College Wildcats,Jordan Barham,14,31,jordan-barham-1
2015,Davidson College Wildcats,Peyton Aldridge,30,32,peyton-aldridge-1
2015,Davidson College Wildcats,Oskar Michelsen,5,32,oskar-michelson-1
2015,Davidson College Wildcats,Nathan Ekwu,12,31,nathan-ekwu-1
2015,Davidson College Wildcats,Andrew McAuliffe,1,32,andrew-mcauliffe-1
2015,Davidson College Wildcats,Jordan Watkins,0,23,jordan-watkins-1
2015,Davidson College Wildcats,Jake Belford,5,6,jake-belford-1
2015,Davidson College Wildcats,Ali Mackay,1,18,ali-mackay-1
2015,Davidson College Wildcats,Kamau Faines,0,7,kamau-faines-1
2015,Davidson College Wildcats,Connor Perkey,0,8,connor-perkey-1
2015,Dayton Flyers,Jordan Sibert,35,36,jordan-sibert-1
2015,Dayton Flyers,Dyshawn Pierre,35,36,dyshawn-pierre-1
2015,Dayton Flyers,Kendall Pollard,26,35,kendall-pollard-1
2015,Dayton Flyers,Scoochie Smith,35,36,scoochie-smith-1
2015,Dayton Flyers,Kyle Davis,35,36,kyle-davis-3
2015,Dayton Flyers,Darrell Davis,0,36,darrell-davis-2
2015,Dayton Flyers,Devon Scott,9,9,devon-scott-1
2015,Dayton Flyers,Bobby Wehrli,0,29,bobby-wehrli-1
2015,Dayton Flyers,Jalen Robinson,0,9,jalen-robinson--1
2015,Dayton Flyers,Ryan Bass,0,8,ryan-bass-1
2015,Dayton Flyers,William Dupuy,0,5,william-dupuy-1
2015,Dayton Flyers,Joey Gruden,0,7,joey-gruden-1
2015,Dayton Flyers,Nick Haldes,0,4,nick-haldes-1
2015,Delaware Blue Hens,Kory Holden,28,29,kory-holden-1
2015,Delaware Blue Hens,Cazmon Hayes,30,30,cazmon-hayes-1
2015,Delaware Blue Hens,Kyle Anderson,23,23,kyle-anderson-2
2015,Delaware Blue Hens,Chivarsky Corbett,1,30,chivarsky-corbett-1
2015,Delaware Blue Hens,Marvin King-Davis,23,24,marvin-king-davis-1
2015,Delaware Blue Hens,Maurice Jeffers,29,30,maurice-jeffers-2
2015,Delaware Blue Hens,Devonne Pinkard,7,29,devonne-pinkard-1
2015,Delaware Blue Hens,Anthony Mosley,2,26,anthony-mosley-1
2015,Delaware Blue Hens,Eric Carter,3,23,eric-carter-1
2015,Delaware Blue Hens,Barnett Harris,4,29,barnett-harris-1
2015,Delaware Blue Hens,Skye Johnson,0,19,skye-johnson-1
2015,Delaware Blue Hens,Thomas Allshouse,0,3,thomas-allshouse-1
2015,Delaware Blue Hens,Matt Grassi,0,3,matt-grassi-1
2015,Delaware State Hornets,Amere May,29,32,amere-may-1
2015,Delaware State Hornets,Tyshawn Bell,35,36,tyshawn-bell-1
2015,Delaware State Hornets,Kendall Gray,34,34,kendall-gray-1
2015,Delaware State Hornets,Kendal Williams,27,33,kendal-williams-1
2015,Delaware State Hornets,DeAndre Haywood,19,35,deandre-haywood-1
2015,Delaware State Hornets,Todd Hughes,5,25,todd-hughes-1
2015,Delaware State Hornets,Kavon Waller,9,36,kavon-waller-1
2015,Delaware State Hornets,Aric Dickerson,5,31,aric-dickerson-1
2015,Delaware State Hornets,Charles Burley,13,33,charles-burley-1
2015,Delaware State Hornets,Mrdjan Gasevic,2,26,mrdjan-gasevic-1
2015,Delaware State Hornets,Scott Sill,1,24,scott-sill-1
2015,Delaware State Hornets,Jason Owens,0,16,jason-owens-1
2015,Delaware State Hornets,Artem Tavakalyan,0,13,artem-tavakalyan-1
2015,Denver Pioneers,Brett Olson,30,30,brett-olson-2
2015,Denver Pioneers,Cam Griffin,26,28,cam-griffin-1
2015,Denver Pioneers,Nate Engesser,21,29,nate-engesser-1
2015,Denver Pioneers,Marcus Byrd,17,30,marcus-byrd-1
2015,Denver Pioneers,Jalen Love,24,25,jalen-love-1
2015,Denver Pioneers,Bryant Rucker,8,29,bryant-rucker-1
2015,Denver Pioneers,Daniel Amigo,15,15,daniel-amigo-1
2015,Denver Pioneers,Christian Mackey,1,25,christian-mackey-1
2015,Denver Pioneers,Duke Douglas,2,23,duke-douglas-1
2015,Denver Pioneers,Cam Delaney,6,18,cam-delaney-1
2015,Denver Pioneers,Jake Pemberton,0,17,jake-pemberton-1
2015,Denver Pioneers,Josiah Dunn,0,5,josiah-dunn-1
2015,DePaul Blue Demons,Billy Garrett,32,32,billy-garrett-1
2015,DePaul Blue Demons,Myke Henry,32,32,myke-henry-1
2015,DePaul Blue Demons,Jamee Crockett,32,32,jamee-crockett-1
2015,DePaul Blue Demons,Tommy Hamilton,16,30,tommy-hamilton-1
2015,DePaul Blue Demons,Forrest Robinson,12,32,forrest-robinson-1
2015,DePaul Blue Demons,Aaron Simpson,10,32,aaron-simpson-1
2015,DePaul Blue Demons,Durrell McDonald,21,32,durrell-mcdonald-1
2015,DePaul Blue Demons,Darrick Wood,0,27,darrick-wood-1
2015,DePaul Blue Demons,Rashaun Stimage,5,17,rashaun-stimage-1
2015,DePaul Blue Demons,R.J. Curington,0,21,rj-curington-1
2015,DePaul Blue Demons,Joe Hanel,0,15,joe-hanel-1
2015,DePaul Blue Demons,Cory Dolins,0,9,cory-dolins-1
2015,DePaul Blue Demons,David Molinari,0,10,david-molinari-1
2015,Detroit-Mercy Titans,Juwan Howard,32,33,juwan-howard--1
2015,Detroit-Mercy Titans,Paris Bass,21,33,paris-bass-1
2015,Detroit-Mercy Titans,Anton Wilson,16,33,anton-wilson-1
2015,Detroit-Mercy Titans,Jarod Williams,21,33,jarod-williams-1
2015,Detroit-Mercy Titans,Brandan Kearney,13,33,brandan-kearney-1
2015,Detroit-Mercy Titans,Chris Jenkins,8,23,chris-jenkins-3
2015,Detroit-Mercy Titans,Jaleel Hogan,4,33,jaleel-hogan-1
2015,Detroit-Mercy Titans,Matthew Grant,20,33,matthew-grant-1
2015,Detroit-Mercy Titans,Carlton Brundidge,1,33,carlton-brundidge-1
2015,Detroit-Mercy Titans,Youssoupha Kane,21,24,youssoupha-kane-1
2015,Detroit-Mercy Titans,Patrick Ackerman,8,31,patrick-ackerman-1
2015,Detroit-Mercy Titans,Patrick Onwenu,0,1,patrick-onwenu-1
2015,Drake Bulldogs,Reed Timmer,29,31,reed-timmer-1
2015,Drake Bulldogs,Gary Ricks,27,28,gary-ricks-1
2015,Drake Bulldogs,Jacob Enevold,28,31,jacob-jensen-1
2015,Drake Bulldogs,Jordan Daniels,6,31,jordan-daniels-1
2015,Drake Bulldogs,Chris Caird,13,31,chris-caird-1
2015,Drake Bulldogs,Trevor Berkeley,18,31,trevor-berkeley-1
2015,Drake Bulldogs,Ore Arogundade,2,29,ore-arogundade-1
2015,Drake Bulldogs,C.J. Rivers,17,29,cj-rivers-1
2015,Drake Bulldogs,Karl Madison,14,28,karl-madison-1
2015,Drake Bulldogs,Kory Kuenstling,1,30,kory-kuenstling-1
2015,Drake Bulldogs,Blake Danielak,0,7,blake-danielak-1
2015,Drexel Dragons,Damion Lee,27,27,damion-lee-1
2015,Drexel Dragons,Tavon Allen,27,29,tavon-allen-1
2015,Drexel Dragons,Rashann London,30,30,rashann-london-1
2015,Drexel Dragons,Rodney Williams,14,22,rodney-williams-5
2015,Drexel Dragons,Freddie Wilson,6,30,freddie-wilson-1
2015,Drexel Dragons,Sammy Mojica,4,24,sammy-mojica-1
2015,Drexel Dragons,Mohamed Bah,30,30,mohamed-bah-1
2015,Drexel Dragons,Tyshawn Myles,0,27,tyshawn-myles-1
2015,Drexel Dragons,Sooren Derboghosian,0,8,sooren-derboghosian-1
2015,Drexel Dragons,Austin Williams,12,20,austin-williams-2
2015,Duke Blue Devils,Jahlil Okafor,38,38,jahlil-okafor-1
2015,Duke Blue Devils,Quinn Cook,39,39,quinn-cook-1
2015,Duke Blue Devils,Justise Winslow,39,39,justise-winslow-1
2015,Duke Blue Devils,Tyus Jones,39,39,tyus-jones-1
2015,Duke Blue Devils,Amile Jefferson,26,39,amile-jefferson-1
2015,Duke Blue Devils,Matt Jones,14,39,matt-jones-3
2015,Duke Blue Devils,Grayson Allen,0,35,grayson-allen-1
2015,Duke Blue Devils,Rasheed Sulaimon,0,20,rasheed-sulaimon-1
2015,Duke Blue Devils,Marshall Plumlee,0,39,marshall-plumlee-1
2015,Duke Blue Devils,Semi Ojeleye,0,6,semi-ojeleye-1
2015,Duke Blue Devils,Nick Pagliuca,0,11,nick-pagliuca-1
2015,Duke Blue Devils,Sean Kelly,0,10,sean-kelly-2
2015,Duquesne Dukes,Derrick Colter,31,31,derrick-colter-1
2015,Duquesne Dukes,Micah Mason,31,31,micah-mason-1
2015,Duquesne Dukes,Dominique McKoy,23,30,dominique-mckoy-1
2015,Duquesne Dukes,Jeremiah Jones,31,31,jeremiah-jones-1
2015,Duquesne Dukes,L.G. Gill,8,31,lg-gill-1
2015,Duquesne Dukes,TySean Powell,7,29,tysean-powell-1
2015,Duquesne Dukes,Jordan Stevens,0,20,jordan-stevens-2
2015,Duquesne Dukes,Eric James,0,24,eric-james-2
2015,Duquesne Dukes,Darius Lewis,21,31,darius-lewis-1
2015,Duquesne Dukes,Jordan Robinson,3,22,jordan-robinson-1
2015,Duquesne Dukes,Desmond Ridenour,0,21,desmond-ridenour-1
2015,Duquesne Dukes,Nick Foschia,0,10,nick-foschia-1
2015,Duquesne Dukes,David Haus,0,11,david-haus-1
2015,East Carolina Pirates,B.J. Tyson,0,33,bj-tyson-1
2015,East Carolina Pirates,Terry Whisnant,33,33,terry-whisnant-1
2015,East Carolina Pirates,Caleb White,32,33,caleb-white-1
2015,East Carolina Pirates,Michel Nzege,32,33,michael-ofik-nzege-1
2015,East Carolina Pirates,Antonio Robinson,33,33,antonio-robinson-1
2015,East Carolina Pirates,Marshall Guilmette,17,22,marshall-guilmette-1
2015,East Carolina Pirates,Lance Tejada,0,33,lance-tejada-1
2015,East Carolina Pirates,Paris Roberts-Campbell,1,22,paris-roberts-campbell-1
2015,East Carolina Pirates,Michael Zangari,15,31,michael-zangari-1
2015,East Carolina Pirates,Kanu Aja,0,29,kanu-aja-1
2015,East Carolina Pirates,Prince Williams,1,23,prince-williams-1
2015,East Carolina Pirates,Greg Alexander,0,6,greg-alexander-1
2015,East Carolina Pirates,Keith Armstrong,0,11,keith-armstrong-1
2015,East Tennessee State Buccaneers,Jalen Riley,7,29,jalen-riley-1
2015,East Tennessee State Buccaneers,Rashawn Rembert,29,30,rashawn-rembert-1
2015,East Tennessee State Buccaneers,Lester Wilson,30,30,lester-wilson-1
2015,East Tennessee State Buccaneers,A.J. Merriweather,28,30,aj-merriweather-1
2015,East Tennessee State Buccaneers,Devin Harris,1,27,devin-harris-2
2015,East Tennessee State Buccaneers,Desonta Bradford,1,29,desonta-bradford-1
2015,East Tennessee State Buccaneers,Isaac Banks,14,28,isaac-banks-1
2015,East Tennessee State Buccaneers,Petey McClain,23,30,petey-mcclain-1
2015,East Tennessee State Buccaneers,Alex Bates,15,25,alex-bates-1
2015,East Tennessee State Buccaneers,Ron Giplaye,1,6,ron-giplaye-1
2015,East Tennessee State Buccaneers,Tommy Williams,0,14,tommy-williams-2
2015,East Tennessee State Buccaneers,Tyler Ailshie,1,6,tyler-ailshie-1
2015,Eastern Illinois Panthers,Trae Anderson,16,30,trae-anderson-1
2015,Eastern Illinois Panthers,Chris Olivier,10,27,chris-olivier-1
2015,Eastern Illinois Panthers,Terrell Lewis,33,33,terrell-lewis-1
2015,Eastern Illinois Panthers,Reggie Smith,11,31,reggie-smith-2
2015,Eastern Illinois Panthers,Dylan Chatman,31,33,dylan-chatman-1
2015,Eastern Illinois Panthers,LeTrell Viser,21,32,letrell-viser-1
2015,Eastern Illinois Panthers,Josh Piper,18,33,josh-piper-1
2015,Eastern Illinois Panthers,Luke Piotrowski,19,31,luke-piotrowski-1
2015,Eastern Illinois Panthers,Keenen Anderson,4,26,keenan-anderson-1
2015,Eastern Illinois Panthers,Anthony Johnson,0,23,anthony-johnson-7
2015,Eastern Illinois Panthers,Luke Norman,0,21,luke-norman-1
2015,Eastern Illinois Panthers,Jake Verhagen,0,19,jake-verhagen-1
2015,Eastern Illinois Panthers,Mat Piotrowski,2,17,mat-piotrowski-1
2015,Eastern Kentucky Colonels,Corey Walden,31,32,corey-walden-2
2015,Eastern Kentucky Colonels,Eric Stutz,30,32,eric-stutz-1
2015,Eastern Kentucky Colonels,Timmy Knipp,32,33,timmy-knipp-1
2015,Eastern Kentucky Colonels,Ja'Mill Powell,22,33,jamill-powell-1
2015,Eastern Kentucky Colonels,Denzel Richardson,9,33,denzel-richardson-1
2015,Eastern Kentucky Colonels,Isaac McGlone,27,33,isaac-mcglone-1
2015,Eastern Kentucky Colonels,Jaylen Babb-Harrison,4,21,jaylen-babb-harrison-1
2015,Eastern Kentucky Colonels,Paul Jackson,2,24,paul-johnson-3
2015,Eastern Kentucky Colonels,Deverin Muff,3,32,deverin-muff-1
2015,Eastern Kentucky Colonels,Jonathan Hood,0,13,jonathan-hood-1
2015,Eastern Kentucky Colonels,Tommy Matthews,0,33,tommy-matthews-1
2015,Eastern Kentucky Colonels,Daniel Norl,0,11,daniel-norl-1
2015,Eastern Michigan Eagles,Ray Lee,32,35,ray-lee-2
2015,Eastern Michigan Eagles,Mike Talley,18,35,mike-talley-1
2015,Eastern Michigan Eagles,Karrington Ward,34,35,karrington-ward-1
2015,Eastern Michigan Eagles,Anali Okoloji,24,35,anali-okoloji-1
2015,Eastern Michigan Eagles,Jodan Price,3,34,jodan-price-1
2015,Eastern Michigan Eagles,Tim Bond,6,22,tim-bond-1
2015,Eastern Michigan Eagles,Brandon Nazione,13,35,brandon-nazione-1
2015,Eastern Michigan Eagles,Ethan Alvano,17,28,ethan-alvano-1
2015,Eastern Michigan Eagles,Mike Samuels,23,34,mike-samuels-1
2015,Eastern Michigan Eagles,Jerome Hunter,3,35,jerome-hunter-1
2015,Eastern Michigan Eagles,Trent Perry,0,21,trent-perry-1
2015,Eastern Michigan Eagles,Olalekan Ajayi,2,29,lekan-ajayi-1
2015,Eastern Michigan Eagles,Jordan Martin,0,13,jordan-martin-1
2015,Eastern Washington Eagles,Tyler Harvey,32,32,tyler-harvey-1
2015,Eastern Washington Eagles,Venky Jois,31,31,venky-jois-1
2015,Eastern Washington Eagles,Drew Brandon,34,34,drew-brandon-1
2015,Eastern Washington Eagles,Ognjen Miljkovic,33,34,ognjen-miljkovic-1
2015,Eastern Washington Eagles,Bogdan Bliznyuk,0,35,bogdan-bliznyuk-1
2015,Eastern Washington Eagles,Parker Kelly,34,34,parker-kelly-1
2015,Eastern Washington Eagles,Felix Von Hofe,4,33,felix-van-hofe-1
2015,Eastern Washington Eagles,Sir Washington,1,22,sir-washington-1
2015,Eastern Washington Eagles,Garrett Moon,1,31,garrett-moon-1
2015,Eastern Washington Eagles,Frederik Jorg,4,15,frederik-jorg-1
2015,Eastern Washington Eagles,Kyle Reid,1,31,kyle-reid-1
2015,Eastern Washington Eagles,Daniel Hill,0,15,daniel-hill-1
2015,Eastern Washington Eagles,Nate Galgalo,0,5,nate-galgalo-1
2015,Elon Phoenix,Elijah Bryant,13,33,elijah-bryant-1
2015,Elon Phoenix,Tanner Samson,33,33,tanner-samson-1
2015,Elon Phoenix,Austin Hamilton,31,32,austin-hamilton-1
2015,Elon Phoenix,Kevin Blake,33,33,kevin-blake-1
2015,Elon Phoenix,Dmitri Thompson,0,33,dmitri-thompson-1
2015,Elon Phoenix,Christian Hairston,5,33,christian-hairston-1
2015,Elon Phoenix,Luke Eddy,2,11,luke-eddy-1
2015,Elon Phoenix,Ryan Winters,20,20,ryan-winters-1
2015,Elon Phoenix,Tony Sabato,28,32,tony-sabato-1
2015,Elon Phoenix,Collin Luther,0,32,collin-luther-1
2015,Elon Phoenix,Jack Anton,0,31,jack-anton-1
2015,Elon Phoenix,Sam Hershberger,0,5,sam-hershberger-1
2015,Elon Phoenix,Ryder Bowline,0,3,ryder-bowline-1
2015,Evansville Aces,D.J. Balentine,36,36,dj-balentine-1
2015,Evansville Aces,Egidijus Mockevicius,34,34,egidijus-mockevicius-1
2015,Evansville Aces,Blake Simmons,36,36,blake-simmons-1
2015,Evansville Aces,Mislav Brzoja,7,32,mislav-brzoja-1
2015,Evansville Aces,Adam Wing,25,30,adam-wing-1
2015,Evansville Aces,Jaylon Brown,13,36,jaylon-brown-1
2015,Evansville Aces,Duane Gibson,23,36,duane-gibson-1
2015,Evansville Aces,Jaylon Moore,6,34,jaylon-moore-1
2015,Evansville Aces,David Howard,0,25,david-howard-1
2015,Evansville Aces,Taylor Stafford,0,29,taylor-stafford-1
2015,Evansville Aces,Christian Benzon,0,31,christian-benzon-1
2015,Fairfield Stags,Marcus Gilbert,31,31,marcus-gilbert-1
2015,Fairfield Stags,Tyler Nelson,27,30,tyler-nelson-1
2015,Fairfield Stags,Mike Kirkland,31,31,mike-kirkland-1
2015,Fairfield Stags,Jerome Segura,13,30,jerome-segura-1
2015,Fairfield Stags,Amadou Sidibe,22,24,amadou-sidibe-1
2015,Fairfield Stags,K.J. Rose,14,28,kj-rose-1
2015,Fairfield Stags,Steve Johnston,8,31,steve-johnston-1
2015,Fairfield Stags,Coleman Johnson,7,28,coleman-johnson-1
2015,Fairfield Stags,Kevin Degnan,0,21,kevin-degnan-1
2015,Fairfield Stags,Steve Smith,0,19,steve-smith-6
2015,Fairfield Stags,Malcolm Gilbert,2,25,malcolm-gilbert-1
2015,Fairfield Stags,DeMarcus Threatt,0,4,demarcus-threatt-1
2015,Fairfield Stags,Doug Chappell,0,5,doug-chappell-1
2015,Fairleigh Dickinson-Metropolitan Knights,Mustafaa Jones,29,29,mustafaa-jones-1
2015,Fairleigh Dickinson-Metropolitan Knights,Darian Anderson,29,29,darin-anderson-1
2015,Fairleigh Dickinson-Metropolitan Knights,Matt MacDonald,28,29,matt-macdonald-1
2015,Fairleigh Dickinson-Metropolitan Knights,Marques Townes,2,24,marques-townes-1
2015,Fairleigh Dickinson-Metropolitan Knights,Earl Potts,17,29,earl-potts-1
2015,Fairleigh Dickinson-Metropolitan Knights,Xavier Harris,11,28,xavier-harris-1
